  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal               
  4.258297557609933559E-01  2.677397018724245717E+33  6.532738337908740669E+31  2.109018935557031844E+31 -8.146094453547207082E+31  1.749510601374664524E+51  2.821085606311380505E+47  1.749228492815335599E+51
  4.353881316017804148E-01  2.677397018737282377E+33  6.405489284434035012E+31  1.907182483558107507E+31 -7.732851178967815668E+31  1.747222029997398590E+51  2.793837984062244311E+47  1.746942646200339452E+51
  4.399559828570520081E-01  2.677397018741108347E+33  6.487398632854186164E+31  1.408604036794086495E+31 -7.789907641950347706E+31  1.746070659060563357E+51  2.883143656055931350E+47  1.745782344696101742E+51
  4.490916853675951947E-01  2.677397018753009380E+33  2.029743806274675478E+31 -3.145999356740454273E+31 -6.084447185562338011E+30  1.743832235863452049E+51  2.877141003362365831E+47  1.743544521764398098E+51
  4.518425380625594179E-01  2.677397018754959546E+33  3.119255862436685331E+31 -3.021373732740603342E+31 -4.990400448650953685E+30  1.743115134757989330E+51  2.946336821973453862E+47  1.742820501076433825E+51
  4.573442434524878641E-01  2.677397018759383306E+33  2.341028030170207509E+31 -5.271720358074099478E+31  2.567214273126918332E+31  1.741690421221396693E+51  3.015693225937975105E+47  1.741388851900068387E+51
  4.669222304404551105E-01  2.677397018783606763E+33  3.523061687828400633E+31 -4.962694649394771498E+31  3.106545911501603398E+31  1.739287593300588407E+51  2.974649676380132470E+47  1.738990128334249916E+51
  4.669257403961947772E-01  2.677397018783665562E+33  3.534024468945830013E+31 -4.973117796249470398E+31  3.134795515814593736E+31  1.739286633734353910E+51  2.973829043783168687E+47  1.738989250831244760E+51
  4.669311727785919741E-01  2.677397018791405124E+33  3.544617711663348692E+31 -4.987161524818187660E+31  3.176614435981539065E+31  1.739290552393324904E+51  3.027751707513167038E+47  1.738987777223854569E+51
  4.669316353443111467E-01  2.677397018792658927E+33  3.544523385226273260E+31 -4.988387405822422385E+31  3.180030467446878632E+31  1.743650487446314224E+51  4.553609010055553755E+48  1.739096878437545315E+51
  4.669316515486323094E-01  2.677397020112493489E+33  3.544602358305439586E+31 -4.988853356056447353E+31  3.180192614622434444E+31  3.047193369444979093E+57  3.047189270991407279E+57  4.098453571566458679E+51
  4.669316515496322872E-01  2.677397020191016667E+33  3.544608463380828640E+31 -4.988841871261161014E+31  3.180192916853889348E+31  1.053735845674888381E+64  1.053251958056905319E+64  4.838876179830391517E+60
