# plotfile = plt00400
# time = 1.386580665 s
# plane: y = 0 cm (requested 0, cell 96)
# grid: 192 x 192, dx = 9375000, dz = 9375000 cm
# fields in GAUSS (Heaviside-Lorentz state x sqrt(4 pi)); density in g/cm^3
# x z density B_x B_y B_z
-9.0000000e+08 -9.0000000e+08 2.0002741e+04 2.5786915e+06 -1.4312418e-04 8.9160736e+05
-8.9062500e+08 -9.0000000e+08 2.0002295e+04 2.6177579e+06 -9.9555898e-04 9.3247940e+05
-8.8125000e+08 -9.0000000e+08 2.0001944e+04 2.6582379e+06 -1.0753173e-03 9.7735771e+05
-8.7187500e+08 -9.0000000e+08 2.0001920e+04 2.6993526e+06 -1.2059637e-03 1.0224442e+06
-8.6250000e+08 -9.0000000e+08 2.0001930e+04 2.7395649e+06 -1.3361095e-03 1.0678993e+06
-8.5312500e+08 -9.0000000e+08 2.0001990e+04 2.7781931e+06 -1.4017383e-03 1.1130097e+06
-8.4375000e+08 -9.0000000e+08 2.0002057e+04 2.8185270e+06 -1.6030238e-03 1.1618145e+06
-8.3437500e+08 -9.0000000e+08 2.0002121e+04 2.8613742e+06 -1.6806308e-03 1.2139336e+06
-8.2500000e+08 -9.0000000e+08 2.0002185e+04 2.9042117e+06 -1.8378162e-03 1.2674333e+06
-8.1562500e+08 -9.0000000e+08 2.0002252e+04 2.9425060e+06 -1.9815093e-03 1.3180530e+06
-8.0625000e+08 -9.0000000e+08 2.0002321e+04 2.9810976e+06 -2.1525349e-03 1.3702311e+06
-7.9687500e+08 -9.0000000e+08 2.0002393e+04 3.0249836e+06 -2.2736670e-03 1.4296541e+06
-7.8750000e+08 -9.0000000e+08 2.0002467e+04 3.0700111e+06 -2.4777336e-03 1.4920032e+06
-7.7812500e+08 -9.0000000e+08 2.0002543e+04 3.1084716e+06 -2.6386662e-03 1.5491849e+06
-7.6875000e+08 -9.0000000e+08 2.0002622e+04 3.1449360e+06 -2.7805104e-03 1.6054286e+06
-7.5937500e+08 -9.0000000e+08 2.0002702e+04 3.1885521e+06 -2.9914546e-03 1.6722406e+06
-7.5000000e+08 -9.0000000e+08 2.0002785e+04 3.2348209e+06 -3.1735538e-03 1.7436737e+06
-7.4062500e+08 -9.0000000e+08 2.0002871e+04 3.2721573e+06 -3.3915043e-03 1.8081968e+06
-7.3125000e+08 -9.0000000e+08 2.0002959e+04 3.3064224e+06 -3.5544635e-03 1.8685682e+06
-7.2187500e+08 -9.0000000e+08 2.0003050e+04 3.3500377e+06 -3.7602036e-03 1.9442743e+06
-7.1250000e+08 -9.0000000e+08 2.0003143e+04 3.3969679e+06 -3.9822236e-03 2.0264379e+06
-7.0312500e+08 -9.0000000e+08 2.0003238e+04 3.4309141e+06 -4.2171855e-03 2.0941426e+06
-6.9375000e+08 -9.0000000e+08 2.0003337e+04 3.4623965e+06 -4.3537897e-03 2.1612642e+06
-6.8437500e+08 -9.0000000e+08 2.0003437e+04 3.5071545e+06 -4.6452910e-03 2.2488599e+06
-6.7500000e+08 -9.0000000e+08 2.0003541e+04 3.5513782e+06 -4.9204026e-03 2.3400965e+06
-6.6562500e+08 -9.0000000e+08 2.0003647e+04 3.5796496e+06 -5.0849193e-03 2.4078736e+06
-6.5625000e+08 -9.0000000e+08 2.0003756e+04 3.6103010e+06 -5.2483539e-03 2.4869646e+06
-6.4687500e+08 -9.0000000e+08 2.0003868e+04 3.6571572e+06 -5.5512500e-03 2.5893021e+06
-6.3750000e+08 -9.0000000e+08 2.0003982e+04 3.6901980e+06 -5.8354874e-03 2.6812207e+06
-6.2812500e+08 -9.0000000e+08 2.0004100e+04 3.7134928e+06 -5.9467078e-03 2.7496504e+06
-6.1875000e+08 -9.0000000e+08 2.0004220e+04 3.7505158e+06 -6.2094719e-03 2.8522052e+06
-6.0937500e+08 -9.0000000e+08 2.0004343e+04 3.7942441e+06 -6.5839706e-03 2.9663547e+06
-6.0000000e+08 -9.0000000e+08 2.0004468e+04 3.8132775e+06 -6.8374739e-03 3.0411145e+06
-5.9062500e+08 -9.0000000e+08 2.0004597e+04 3.8331638e+06 -6.8854628e-03 3.1318291e+06
-5.8125000e+08 -9.0000000e+08 2.0004728e+04 3.8779105e+06 -7.2456656e-03 3.2593690e+06
-5.7187500e+08 -9.0000000e+08 2.0004862e+04 3.8951116e+06 -7.5904626e-03 3.3571345e+06
-5.6250000e+08 -9.0000000e+08 2.0004999e+04 3.9065247e+06 -7.6058279e-03 3.4323440e+06
-5.5312500e+08 -9.0000000e+08 2.0005138e+04 3.9455781e+06 -7.9990248e-03 3.5667214e+06
-5.4375000e+08 -9.0000000e+08 2.0005280e+04 3.9678886e+06 -8.2804676e-03 3.6886496e+06
-5.3437500e+08 -9.0000000e+08 2.0005425e+04 3.9734063e+06 -8.4338193e-03 3.7545185e+06
-5.2500000e+08 -9.0000000e+08 2.0005573e+04 3.9983134e+06 -8.7200608e-03 3.8913041e+06
-5.1562500e+08 -9.0000000e+08 2.0005723e+04 4.0234951e+06 -9.0225421e-03 4.0339739e+06
-5.0625000e+08 -9.0000000e+08 2.0005875e+04 4.0222785e+06 -9.1898528e-03 4.0966732e+06
-4.9687500e+08 -9.0000000e+08 2.0006030e+04 4.0336642e+06 -9.2162735e-03 4.2304474e+06
-4.8750000e+08 -9.0000000e+08 2.0006188e+04 4.0583348e+06 -9.8453913e-03 4.3938357e+06
-4.7812500e+08 -9.0000000e+08 2.0006348e+04 4.0494186e+06 -9.8596969e-03 4.4536479e+06
-4.6875000e+08 -9.0000000e+08 2.0006509e+04 4.0496132e+06 -9.9198463e-03 4.5863079e+06
-4.5937500e+08 -9.0000000e+08 2.0006673e+04 4.0710288e+06 -1.0322877e-02 4.7668924e+06
-4.5000000e+08 -9.0000000e+08 2.0006839e+04 4.0536682e+06 -1.0586001e-02 4.8185293e+06
-4.4062500e+08 -9.0000000e+08 2.0007007e+04 4.0444479e+06 -1.0563767e-02 4.9625897e+06
-4.3125000e+08 -9.0000000e+08 2.0007177e+04 4.0563293e+06 -1.1059999e-02 5.1504372e+06
-4.2187500e+08 -9.0000000e+08 2.0007348e+04 4.0297314e+06 -1.1247431e-02 5.1859598e+06
-4.1250000e+08 -9.0000000e+08 2.0007521e+04 4.0164840e+06 -1.1078660e-02 5.3560048e+06
-4.0312500e+08 -9.0000000e+08 2.0007694e+04 4.0021006e+06 -1.1573699e-02 5.5356408e+06
-3.9375000e+08 -9.0000000e+08 2.0007870e+04 3.9645185e+06 -1.1602903e-02 5.5603852e+06
-3.8437500e+08 -9.0000000e+08 2.0008046e+04 3.9630220e+06 -1.1714145e-02 5.7684717e+06
