# non-barotropic ceiling scan; floor=0.0203, barotropic ceiling=0.018, B_c=4.4140e+13
k0,alpha,rho_c,status,M_msun,M0_msun,mu_mean,mu_lo,mu_hi,over_floor,ledoux,mu_p01,mu_p99,f_bad,E_pol_over_W,E_mag_over_W,VE,tor_w,E_tor_over_W,bt_bp,f_core,rot_w,a_rot,T_over_W,shed,strict,beats_ceiling,B_over_Bc
1e-12,0.4,3000000000.0,gate,1.8592866581140663,1.386779267460252,1.7631145329527655,1.3435792230939985,2.096589290497563,21.03895764967706,0.020932185010017604,1.4644135659118904,2.101877945126834,0.31852726231627776,0.006578112415403522,0.006578112415403522,0.0003087315407846478,0.0,0.0,0.0,0.06221503028580667,0.08,0.5,0.07996554056699676,0.022054712229836213,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,runaway,,,,,,,,,,,,,,0.0,,,,0.08,1.0,,,,,
1e-12,0.4,3000000000.0,runaway,,,,,,,,,,,,,,0.0,,,,0.08,2.0,,,,,
1e-12,0.4,3000000000.0,gate,0.9929159258223024,1.386779267460252,2.368702453901928,2.248939453147891,2.6321695513240284,7.969903492233758,1.0397558409050838,2.2341711741043273,2.738811110839051,0.9962305919056095,0.017314669693261113,0.02231433113414433,0.0006030372905564854,0.005,0.004999661440883218,0.37735094191525886,0.06724979973432528,0.0,0.5,0.0,0.0,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,gate,1.129297740564014,1.386779267460252,2.248363706514606,2.038698399316384,2.3474062010993135,6.763710351640827,0.14002781835966197,2.100900739377805,2.4638486441032477,0.9194849423885693,0.014245206658365614,0.019244582382369323,0.0004975795524725551,0.005,0.004999375724003712,0.37412547349065284,0.06762477674144418,0.02,0.5,0.019997502896014846,0.03880396803414367,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,gate,1.1076444131377747,1.386779267460252,2.2831766403000313,2.1472317584202245,2.367441861339245,4.7511822474272165,0.2200605092941267,2.1364384202995987,2.48242060233112,0.9588061161330699,0.014802324267995324,0.0198017664303528,0.0005175827750025667,0.005,0.004999442162357479,0.34842886616216334,0.06710550846043255,0.02,1.0,0.019997768649429915,0.1388359012388901,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,gate,1.1789265310542756,1.386779267460252,8903.017086182088,2.2513728778856223,44068.11687097693,243.81985000521144,1.000000071831718,1.9101946294357144,2.967037971184309,0.9254754536865322,0.014763865680998994,0.019804800448727768,0.013159430825058447,0.005,0.005040934767728774,0.24601397287365953,0.03873041506779358,0.02,2.0,0.0201637390709151,0.3127687164889085,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,gate,1.3004442417866513,1.386779267460252,2.0980051072757067,1.754465967919917,2.276340841477993,12.253603082756042,0.0,1.9064623900957753,2.2817408524435563,0.637169239885881,0.011497589745634565,0.01649660947135336,0.0004085753092802737,0.005,0.004999019725718795,0.37339105472412587,0.06693243701149346,0.04,0.5,0.039992157805750356,0.06406763393882411,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,gate,1.2349532471422708,1.386779267460252,2.357773708704975,2.177106412224707,4.235864836377665,43.0137424834734,1.0,2.0448322066755127,2.4128687539396396,0.8810174325580845,0.012687382661432527,0.01768646189876629,8.206008284432092e-05,0.005,0.004999079237333766,0.2544671205196953,0.06554951267460363,0.04,1.0,0.03999263389867014,0.09556736646945792,False,False,0.8117921831436476
1e-12,0.4,3000000000.0,runaway,,,,,,,,,,,,,,0.005,,,,0.04,2.0,,,,,
