# non-barotropic ceiling scan; floor=0.0203, barotropic ceiling=0.018, B_c=4.4140e+13
k0,alpha,rho_c,status,M_msun,M0_msun,mu_mean,mu_lo,mu_hi,over_floor,ledoux,mu_p01,mu_p99,f_bad,E_pol_over_W,E_mag_over_W,VE,tor_w,E_tor_over_W,bt_bp,f_core,strict,beats_ceiling,B_over_Bc
1e-12,0.9,3000000000.0,gate,1.2794446202215302,1.386779267460252,2.2029695982326216,2.048192251544582,2.6301445725945864,13.013162798600082,1.8118747887013062,2.0452079782982904,4.758830069869667,0.08701615448626131,0.009721701731811663,0.02972215447898556,0.0269523489674728,0.02,0.020000452747173898,1.0157760700824416,0.02893735293694897,False,False,0.8248561885326507
1e-12,1.0,1000000000.0,gate,1.510616857669977,1.3463785171468987,1.9260234535835554,1.8846321641142565,2.28661625702515,10.281376391202379,1.0,1.8707628459369698,1.933172129036767,0.22156237336974935,0.01421742698266537,0.01421742698266537,0.0005213989352260005,0.0,0.0,0.0,0.055076697796657935,False,False,0.5548529983234264
1e-12,1.0,1000000000.0,gate,1.488797963097142,1.3463785171468987,1.9542710599444792,1.9195026756447968,2.277998879564271,9.036572195685343,1.09193305056511,1.8846759900464882,2.2881677320137728,0.08836110449610175,0.014540865568965512,0.019540605715791578,0.0005219634789007994,0.005,0.004999740146826068,0.438355931958484,0.05556189984257545,False,False,0.5548529983234264
1e-12,1.0,1000000000.0,gate,1.4675023544826702,1.3463785171468987,1.9997519223892646,1.9292371769839607,2.3063341410040494,9.289254790138077,1.4254520674440032,1.8985732280817909,3.293346057238978,0.07906164871526006,0.014865889600992298,0.02486549744805964,0.0005224676207957541,0.01,0.00999960784706734,0.6131183774256972,0.05527614947976874,False,False,0.5548529983234264
1e-12,1.0,1000000000.0,gate,1.3778589662350593,1.3463785171468987,2.115612602175204,1.9635787575653667,2.61402548562113,15.145358232749684,2.0981019735661,1.9481938977080677,4.613077240155705,0.07066707456859907,0.016295735151662903,0.03629574092677811,0.02636652858151227,0.02,0.02000000577511521,0.8358305352408811,0.05420214737296059,False,False,0.5548529983234264
1e-12,1.0,3000000000.0,gate,1.4735350765275588,1.386779267460252,1.9538700598682184,1.933522354914861,2.061519640895587,3.2270748977577086,1.0026978272857427,1.9297911431511185,1.9625830100854582,0.00014153368738440368,0.007707741482773151,0.007707741482773151,0.0006708843533897326,0.0,0.0,0.0,0.026797779203551326,False,False,0.8117921831436476
1e-12,1.0,3000000000.0,gate,1.4518215182251604,1.386779267460252,1.9889887323127091,1.9628273418193973,2.080826376234197,2.922470208889102,0.0,1.9431107451938565,2.438988986172435,0.03896882495472656,0.00788259521237536,0.012882471489732752,0.0006738301551262028,0.005,0.004999876277357393,0.5640196393384243,0.026668179129131678,False,False,0.8117921831436476
1e-12,1.0,3000000000.0,gate,1.4306018302570729,1.386779267460252,2.061241977011814,1.9718480734234514,2.3630030525136667,9.348110700577669,1.2613593503185714,1.9553155356045795,4.124903430022544,0.07439945455920474,0.008058471282125123,0.018058357769315005,0.0006767046044167865,0.01,0.009999886487189883,0.7888971988956818,0.02654198600406298,False,False,0.8117921831436476
1e-12,1.0,3000000000.0,gate,1.3397674791439738,1.386779267460252,2.19411566612922,1.9998051664513423,3.099927607503634,24.699346772708193,0.9040907695462183,1.996773305464443,4.544501469236722,0.07419193863246426,0.008842443263529886,0.028843030045289642,0.02703574362089417,0.02,0.02000058678175976,1.0650854157513505,0.02599692503374019,False,False,0.8648732299261469
1.3572088082974531e-12,0.7,1000000000.0,gate,1.4583837577134373,1.3463785171468987,1.991624296747026,1.9030523724306887,2.6912804158655175,19.496130731237077,1.0005882063252065,1.8524056131400923,2.0478430484622505,0.05432275064659681,0.029333019539736046,0.029333019539736046,0.0004329182123032933,0.0,0.0,0.0,0.15125132241813657,False,True,0.7530513766348059
1.3572088082974531e-12,0.7,1000000000.0,gate,1.438374756644422,1.3463785171468987,2.019320012544029,1.9486178326256844,2.74966741539795,19.54151414079256,1.011395722469531,1.8647496202159024,2.2198570830964846,0.050301297966075346,0.029989806727727417,0.034989327799894714,0.0004319294589595845,0.005,0.004999521072167302,0.29991644994660743,0.15043744344804685,False,True,0.7530513766348059
1.3572088082974531e-12,0.7,1000000000.0,gate,1.418887651237426,1.3463785171468987,2.0530268443740134,1.9784690929650925,2.806056959398361,19.857448676560082,1.0834841082288234,1.8770647347418148,2.700629074026418,0.10328800809135576,0.03064847444787751,0.04064761811007431,0.0004298437462672965,0.01,0.009999143662196796,0.41956561769741446,0.1496471197030936,False,True,0.7530513766348059
1.3572088082974531e-12,0.7,1000000000.0,gate,1.3568438721270502,1.3463785171468987,2.240940234558923,2.0074932319144705,3.5977990235927635,34.958623873162495,1.6173817487101474,1.9175661250119045,5.364204129030864,0.11546763289187595,0.032819623307450314,0.0528185486526828,0.014181618377163122,0.02,0.01999892534523248,0.5783815868393429,0.1473308320908977,False,True,0.7530513766348059
