# 256^3 magnetised run, dir_rot256. Extended past the original 12 s target:
# rows now run to t = 26.5 s, from the chained continuation towards 60 s.
# tools/fbtbp.cpp with rho_cut = 1.0e5 g/cm^3 -- the STAR, not the box.
# Same window and same columns as the 192^3 run, so the two are comparable
# over growth, saturation AND decay. bt_bp_256.csv is the earlier subset
# (t < 5.14, cfl = 0.5, before the restart); this file supersedes it.
# Rows sorted by t: the plotfile numbering jumps back at the restart, so
# lexical order of plt????? is not time order. plt02100 is at t = 5.043 and
# plt02141, written after the restart, at t = 5.000.
#
# The last four columns were added in a second pass. Bt_over_Bp_amp, R_eq_e8,
# Om_mean and Om_mid complete the set, so the two grids now carry EVERY column
# of tools/fbtbp.cpp over the same window.
# Energies erg. Fields GAUSS. B_c = 4.4140e13 G. Lz g cm^2/s. Omega rad/s.
t,E_tor,E_pol,B_max_G,B_over_Bc,M_Msun,R_vol_e8,Rpol_over_Req,Lz_star,Om_core,Om_out,Lz_inner,Lz_outer,Lz_ratio,Bt_over_Bp_amp,R_eq_e8,Om_mean,Om_mid
39.50107,6.32173e+47,9.80139e+45,4.50637e+12,1.02093e-01,2.00608e+00,2.87076e+00,0.5333,2.02453e+50,6.32005e+00,2.09918e+00,2.98528e+49,1.72600e+50,5.78171e+00,2.13916e+00,3.42805e+00,4.55103e+00,3.54064e+00
40.00009,6.30629e+47,8.67197e+45,5.15017e+12,1.16678e-01,2.00564e+00,2.75358e+00,0.5531,2.02398e+50,6.64837e+00,2.12565e+00,3.00424e+49,1.72356e+50,5.73709e+00,2.98888e+00,3.30544e+00,4.85986e+00,3.63952e+00
40.50037,6.30000e+47,8.89427e+45,4.88105e+12,1.10581e-01,2.00571e+00,2.74599e+00,0.5619,2.02325e+50,6.64687e+00,2.11103e+00,2.99806e+49,1.72345e+50,5.74853e+00,2.70069e+00,3.25343e+00,4.84380e+00,3.63243e+00
41.00049,6.28580e+47,9.06136e+45,4.46970e+12,1.01262e-01,2.00618e+00,2.87996e+00,0.5228,2.02305e+50,6.37699e+00,2.09008e+00,3.00181e+49,1.72287e+50,5.73942e+00,2.86863e+00,3.49659e+00,4.57464e+00,3.54516e+00
41.50117,6.32339e+47,8.07398e+45,3.85766e+12,8.73960e-02,2.00549e+00,2.68041e+00,0.5518,2.02206e+50,6.85698e+00,2.11998e+00,2.82021e+49,1.74004e+50,6.16990e+00,2.36744e+00,3.18586e+00,5.02396e+00,3.68909e+00
42.00086,6.21862e+47,8.62242e+45,3.97405e+12,9.00328e-02,2.00609e+00,2.82751e+00,0.5458,2.02172e+50,6.43864e+00,2.08613e+00,3.03034e+49,1.71869e+50,5.67159e+00,3.03241e+00,3.34927e+00,4.62304e+00,3.55664e+00
42.07443,6.21512e+47,8.65291e+45,4.01186e+12,9.08895e-02,2.00618e+00,2.85500e+00,0.5374,2.02169e+50,6.39146e+00,2.08183e+00,2.99915e+49,1.72177e+50,5.74087e+00,3.18346e+00,3.40199e+00,4.57341e+00,3.54126e+00
42.50015,6.23578e+47,8.24524e+45,4.37774e+12,9.91785e-02,2.00595e+00,2.79956e+00,0.5360,2.02133e+50,6.64275e+00,2.09045e+00,2.97209e+49,1.72412e+50,5.80103e+00,3.20682e+00,3.41070e+00,4.76967e+00,3.60012e+00
43.00063,6.28511e+47,8.32298e+45,4.11304e+12,9.31816e-02,2.00569e+00,2.70185e+00,0.5754,2.02048e+50,6.78310e+00,2.10366e+00,2.77058e+49,1.74342e+50,6.29264e+00,2.43850e+00,3.17732e+00,4.94863e+00,3.65853e+00
43.50047,6.25161e+47,8.74280e+45,4.02006e+12,9.10753e-02,2.00632e+00,2.87358e+00,0.5199,2.02022e+50,6.41601e+00,2.06692e+00,3.00994e+49,1.71923e+50,5.71183e+00,2.52166e+00,3.51633e+00,4.55600e+00,3.53178e+00
44.00048,6.32616e+47,7.57363e+45,3.92457e+12,8.89119e-02,2.00566e+00,2.68815e+00,0.5528,2.01937e+50,6.84150e+00,2.10614e+00,2.80671e+49,1.73870e+50,6.19478e+00,2.41832e+00,3.17965e+00,4.99364e+00,3.66737e+00
44.50111,6.26329e+47,8.02991e+45,3.68927e+12,8.35810e-02,2.00609e+00,2.78538e+00,0.5469,2.01895e+50,6.58407e+00,2.07303e+00,2.92799e+49,1.72615e+50,5.89534e+00,2.27715e+00,3.34262e+00,4.71656e+00,3.57747e+00
45.00089,6.29713e+47,8.17293e+45,3.86991e+12,8.76735e-02,2.00619e+00,2.82425e+00,0.5350,2.01867e+50,6.57724e+00,2.06694e+00,2.92707e+49,1.72596e+50,5.89653e+00,2.03028e+00,3.41722e+00,4.69840e+00,3.57053e+00
45.50081,6.33937e+47,8.91246e+45,4.56781e+12,1.03485e-01,2.00573e+00,2.67374e+00,0.5633,2.01781e+50,6.86366e+00,2.09760e+00,2.81642e+49,1.73617e+50,6.16446e+00,1.63550e+00,3.12080e+00,5.01138e+00,3.66887e+00
46.00120,6.32186e+47,1.01329e+46,5.07837e+12,1.15051e-01,2.00641e+00,2.85717e+00,0.5262,2.01753e+50,6.45915e+00,2.05373e+00,3.03956e+49,1.71358e+50,5.63757e+00,1.68362e+00,3.47389e+00,4.57975e+00,3.53178e+00
46.27152,6.31902e+47,1.01773e+46,5.37735e+12,1.21825e-01,2.00627e+00,2.82284e+00,0.5284,2.01738e+50,6.56431e+00,2.05861e+00,2.92542e+49,1.72484e+50,5.89603e+00,1.69750e+00,3.45963e+00,4.69048e+00,3.56429e+00
46.50088,6.35930e+47,9.87231e+45,5.29502e+12,1.19960e-01,2.00588e+00,2.71015e+00,0.5613,2.01690e+50,6.79635e+00,2.08464e+00,2.78165e+49,1.73873e+50,6.25072e+00,1.62884e+00,3.25722e+00,4.93856e+00,3.64126e+00
47.00098,6.34408e+47,1.04952e+46,5.14657e+12,1.16596e-01,2.00611e+00,2.74966e+00,0.5578,2.01636e+50,6.69129e+00,2.05654e+00,3.00579e+49,1.71578e+50,5.70827e+00,1.70817e+00,3.27765e+00,4.80814e+00,3.59734e+00
47.50122,6.31553e+47,1.04786e+46,4.94546e+12,1.12040e-01,2.00638e+00,2.83443e+00,0.5507,2.01610e+50,6.51763e+00,2.04670e+00,2.90247e+49,1.72585e+50,5.94615e+00,1.92196e+00,3.44746e+00,4.65667e+00,3.55000e+00
48.00026,6.39693e+47,1.07177e+46,5.11696e+12,1.15926e-01,2.00581e+00,2.65944e+00,0.5562,2.01521e+50,6.91323e+00,2.07703e+00,2.85113e+49,1.73009e+50,6.06810e+00,1.76156e+00,3.16015e+00,5.03596e+00,3.66544e+00
48.50107,6.29927e+47,1.11849e+46,5.21354e+12,1.18114e-01,2.00645e+00,2.82491e+00,0.5375,2.01493e+50,6.49029e+00,2.03832e+00,3.06586e+49,1.70834e+50,5.57215e+00,1.64456e+00,3.40126e+00,4.61859e+00,3.53585e+00
49.00073,6.43181e+47,1.08189e+46,5.37899e+12,1.21862e-01,2.00613e+00,2.74007e+00,0.5501,2.01446e+50,6.76492e+00,2.05170e+00,3.05294e+49,1.70917e+50,5.59843e+00,1.62503e+00,3.32334e+00,4.87692e+00,3.61257e+00
49.50135,6.43529e+47,1.08548e+46,5.72486e+12,1.29698e-01,2.00615e+00,2.71954e+00,0.5678,2.01385e+50,6.79327e+00,2.04482e+00,3.06522e+49,1.70732e+50,5.57000e+00,1.85057e+00,3.21982e+00,4.89026e+00,3.61506e+00
50.00005,6.41350e+47,9.70855e+45,5.36216e+12,1.21481e-01,2.00653e+00,2.83708e+00,0.5506,2.01362e+50,6.50875e+00,2.02575e+00,3.08076e+49,1.70554e+50,5.53611e+00,2.08605e+00,3.44818e+00,4.63400e+00,3.53779e+00
50.04036,6.43602e+47,9.65774e+45,5.32804e+12,1.20708e-01,2.00650e+00,2.83023e+00,0.5483,2.01359e+50,6.53721e+00,2.02750e+00,2.91213e+49,1.72237e+50,5.91448e+00,2.11493e+00,3.46249e+00,4.65815e+00,3.54462e+00
50.50075,6.72497e+47,9.10297e+45,5.40770e+12,1.22512e-01,2.00593e+00,2.65919e+00,0.5738,2.01280e+50,6.94196e+00,2.05467e+00,2.86647e+49,1.72615e+50,6.02187e+00,2.44615e+00,3.18586e+00,5.04363e+00,3.65828e+00
51.00039,6.60923e+47,1.02329e+46,5.20196e+12,1.17851e-01,2.00649e+00,2.80123e+00,0.5414,2.01252e+50,6.57062e+00,2.02413e+00,2.91925e+49,1.72059e+50,5.89396e+00,2.17446e+00,3.37646e+00,4.67089e+00,3.54534e+00
51.50081,6.64867e+47,9.65246e+45,5.52828e+12,1.25244e-01,2.00632e+00,2.75941e+00,0.5469,2.01214e+50,6.76431e+00,2.02858e+00,3.03653e+49,1.70849e+50,5.62646e+00,2.18745e+00,3.34262e+00,4.82731e+00,3.58966e+00
52.00141,6.68848e+47,1.06746e+46,5.67305e+12,1.28524e-01,2.00616e+00,2.68955e+00,0.5749,2.01151e+50,6.88170e+00,2.03520e+00,2.81242e+49,1.73027e+50,6.15225e+00,1.99220e+00,3.17965e+00,4.94893e+00,3.62418e+00
52.50044,6.62705e+47,1.12831e+46,5.69321e+12,1.28981e-01,2.00666e+00,2.83121e+00,0.5500,2.01127e+50,6.56640e+00,2.00725e+00,3.08511e+49,1.70276e+50,5.51926e+00,1.77275e+00,3.45176e+00,4.62331e+00,3.52738e+00
53.00135,6.78361e+47,1.12386e+46,5.72347e+12,1.29666e-01,2.00608e+00,2.66467e+00,0.5518,2.01050e+50,6.98520e+00,2.03941e+00,2.86486e+49,1.72401e+50,6.01779e+00,1.63454e+00,3.18586e+00,5.02393e+00,3.64241e+00
53.50120,6.65382e+47,1.20306e+46,5.44997e+12,1.23470e-01,2.00652e+00,2.76784e+00,0.5472,2.01017e+50,6.68270e+00,2.01042e+00,2.96737e+49,1.71344e+50,5.77425e+00,1.45429e+00,3.34114e+00,4.73223e+00,3.55603e+00
54.00141,6.76475e+47,1.24110e+46,5.59262e+12,1.26702e-01,2.00652e+00,2.78017e+00,0.5332,2.00984e+50,6.75368e+00,2.00955e+00,3.01457e+49,1.70838e+50,5.66708e+00,1.30837e+00,3.42877e+00,4.77911e+00,3.56765e+00
54.08469,6.80880e+47,1.23968e+46,5.79227e+12,1.31225e-01,2.00639e+00,2.74187e+00,0.5365,2.00971e+50,6.84249e+00,2.01795e+00,3.06878e+49,1.70283e+50,5.54889e+00,1.30662e+00,3.40780e+00,4.86351e+00,3.59127e+00
54.50034,6.85545e+47,1.30362e+46,6.11099e+12,1.38446e-01,2.00622e+00,2.67131e+00,0.5630,2.00920e+50,6.95186e+00,2.02815e+00,2.84192e+49,1.72501e+50,6.06987e+00,1.24490e+00,3.12238e+00,4.99518e+00,3.62889e+00
55.00121,6.76078e+47,1.27325e+46,6.07045e+12,1.37527e-01,2.00677e+00,2.82483e+00,0.5296,2.00894e+50,6.61101e+00,1.99716e+00,3.10457e+49,1.69848e+50,5.47091e+00,1.32585e+00,3.45176e+00,4.63285e+00,3.52358e+00
55.50008,7.02401e+47,1.27756e+46,6.45805e+12,1.46308e-01,2.00623e+00,2.67145e+00,0.5490,2.00829e+50,6.97815e+00,2.02549e+00,2.85386e+49,1.72290e+50,6.03709e+00,1.41316e+00,3.20211e+00,4.99746e+00,3.62445e+00
56.00021,6.96792e+47,1.44683e+46,6.38014e+12,1.44543e-01,2.00657e+00,2.74338e+00,0.5588,2.00796e+50,6.78230e+00,2.00262e+00,3.01815e+49,1.70614e+50,5.65293e+00,1.28737e+00,3.27161e+00,4.78884e+00,3.56365e+00
56.50070,7.03609e+47,1.47470e+46,6.51952e+12,1.47701e-01,2.00669e+00,2.78905e+00,0.5360,2.00765e+50,6.74863e+00,1.99696e+00,2.99943e+49,1.70771e+50,5.69344e+00,1.44517e+00,3.41070e+00,4.74825e+00,3.55111e+00
57.00103,7.23655e+47,1.46366e+46,6.84924e+12,1.55171e-01,2.00629e+00,2.65466e+00,0.5630,2.00698e+50,7.01538e+00,2.01065e+00,2.87477e+49,1.71951e+50,5.98137e+00,1.42574e+00,3.12238e+00,5.02862e+00,3.62830e+00
57.50075,7.17948e+47,1.59425e+46,6.62638e+12,1.50122e-01,2.00684e+00,2.80504e+00,0.5360,2.00670e+50,6.65224e+00,1.98039e+00,3.12634e+49,1.69407e+50,5.41869e+00,1.48821e+00,3.41070e+00,4.65522e+00,3.52272e+00
58.00153,7.43331e+47,1.49721e+46,7.43223e+12,1.68379e-01,2.00642e+00,2.68763e+00,0.5640,2.00610e+50,6.96816e+00,1.99855e+00,3.13784e+49,1.69231e+50,5.39324e+00,1.52386e+00,3.24125e+00,4.96470e+00,3.60601e+00
58.18920,7.50968e+47,1.54166e+46,7.37729e+12,1.67134e-01,2.00633e+00,2.64859e+00,0.5658,2.00586e+50,7.05278e+00,1.99957e+00,2.88938e+49,1.71692e+50,5.94218e+00,1.43230e+00,3.10651e+00,5.04659e+00,3.62878e+00
58.50085,7.45415e+47,1.52662e+46,7.23114e+12,1.63823e-01,2.00664e+00,2.72335e+00,0.5363,2.00564e+50,6.85734e+00,1.98405e+00,3.06881e+49,1.69876e+50,5.53558e+00,1.50132e+00,3.27765e+00,4.84608e+00,3.57142e+00
59.00153,7.52188e+47,1.64300e+46,6.93025e+12,1.57006e-01,2.00683e+00,2.78861e+00,0.5355,2.00536e+50,6.73549e+00,1.97422e+00,2.98769e+49,1.70659e+50,5.71208e+00,1.24719e+00,3.41360e+00,4.72893e+00,3.53886e+00
59.50064,7.84120e+47,1.83270e+46,7.21060e+12,1.63357e-01,2.00641e+00,2.64886e+00,0.5583,2.00473e+50,7.06302e+00,1.99422e+00,2.89271e+49,1.71546e+50,5.93029e+00,1.18329e+00,3.14840e+00,5.04047e+00,3.62118e+00
60.00017,7.78369e+47,1.79351e+46,7.10132e+12,1.60882e-01,2.00691e+00,2.78769e+00,0.5458,2.00443e+50,6.69902e+00,1.96686e+00,3.15322e+49,1.68911e+50,5.35678e+00,1.21745e+00,3.34927e+00,4.68715e+00,3.52447e+00
60.50032,8.13148e+47,1.67779e+46,7.60034e+12,1.72187e-01,2.00661e+00,2.70189e+00,0.5363,2.00401e+50,6.94873e+00,1.98287e+00,3.12400e+49,1.69161e+50,5.41487e+00,1.34225e+00,3.27765e+00,4.93050e+00,3.58883e+00
61.00111,8.26908e+47,1.69984e+46,8.16115e+12,1.84892e-01,2.00671e+00,2.70554e+00,0.5835,2.00356e+50,6.92104e+00,1.97188e+00,3.10041e+49,1.69352e+50,5.46226e+00,1.55145e+00,3.25343e+00,4.89042e+00,3.57585e+00
61.50088,8.33486e+47,1.71134e+46,8.05313e+12,1.82445e-01,2.00696e+00,2.78768e+00,0.5415,2.00332e+50,6.74868e+00,1.96201e+00,2.98947e+49,1.70437e+50,5.70125e+00,1.48293e+00,3.37573e+00,4.72076e+00,3.52922e+00
61.88164,8.70426e+47,1.65901e+46,8.24322e+12,1.86752e-01,2.00653e+00,2.65867e+00,0.5562,2.00277e+50,7.05395e+00,1.98851e+00,2.88665e+49,1.71410e+50,5.93803e+00,1.61167e+00,3.16015e+00,5.01510e+00,3.60496e+00
62.00050,8.75128e+47,1.66498e+46,8.38693e+12,1.90007e-01,2.00652e+00,2.64636e+00,0.5858,2.00267e+50,7.08134e+00,1.98555e+00,2.90430e+49,1.71224e+50,5.89554e+00,1.83467e+00,3.12080e+00,5.04615e+00,3.61244e+00
62.50112,8.72002e+47,1.76353e+46,7.94437e+12,1.79981e-01,2.00698e+00,2.76694e+00,0.5487,2.00236e+50,6.74127e+00,1.95470e+00,2.98804e+49,1.70356e+50,5.70126e+00,2.11932e+00,3.33151e+00,4.71774e+00,3.52484e+00
63.00076,9.02469e+47,1.77247e+46,8.35024e+12,1.89176e-01,2.00675e+00,2.70846e+00,0.5619,2.00195e+50,6.94811e+00,1.96714e+00,3.11842e+49,1.69011e+50,5.41976e+00,1.95372e+00,3.25343e+00,4.90722e+00,3.57282e+00
63.50137,9.09651e+47,1.76764e+46,8.48751e+12,1.92286e-01,2.00677e+00,2.69171e+00,0.5701,2.00148e+50,6.96514e+00,1.96015e+00,3.13399e+49,1.68808e+50,5.38637e+00,1.86958e+00,3.20674e+00,4.92844e+00,3.57594e+00
64.00160,9.16491e+47,1.77264e+46,8.14879e+12,1.84612e-01,2.00707e+00,2.78188e+00,0.5386,2.00122e+50,6.74601e+00,1.95018e+00,2.99470e+49,1.70175e+50,5.68254e+00,1.94920e+00,3.39399e+00,4.72046e+00,3.52215e+00
64.50121,9.41364e+47,1.76319e+46,7.97336e+12,1.80638e-01,2.00662e+00,2.64175e+00,0.5836,2.00061e+50,7.09251e+00,1.96353e+00,2.90585e+49,1.71003e+50,5.88479e+00,1.76025e+00,3.13266e+00,5.04172e+00,3.60358e+00
65.00008,9.34478e+47,1.75882e+46,7.91588e+12,1.79336e-01,2.00705e+00,2.75430e+00,0.5531,2.00032e+50,6.78926e+00,1.93931e+00,3.01670e+49,1.69865e+50,5.63084e+00,2.12706e+00,3.30544e+00,4.75266e+00,3.52762e+00
65.32809,9.44315e+47,1.69692e+46,7.56645e+12,1.71419e-01,2.00707e+00,2.76816e+00,0.5430,2.00014e+50,6.80599e+00,1.94296e+00,3.02641e+49,1.69750e+50,5.60895e+00,2.01765e+00,3.36693e+00,4.75805e+00,3.52823e+00
65.50038,9.62038e+47,1.66109e+46,7.47981e+12,1.69456e-01,2.00691e+00,2.72022e+00,0.5473,1.99995e+50,6.93788e+00,1.95326e+00,3.11258e+49,1.68870e+50,5.42539e+00,1.99821e+00,3.34040e+00,4.88758e+00,3.56113e+00
66.00089,9.74474e+47,1.68884e+46,7.70469e+12,1.74551e-01,2.00683e+00,2.67613e+00,0.5709,1.99950e+50,7.01443e+00,1.95168e+00,3.15524e+49,1.68397e+50,5.33707e+00,1.81840e+00,3.20211e+00,4.95935e+00,3.57865e+00
66.50036,9.72175e+47,1.74353e+46,6.62768e+12,1.50151e-01,2.00717e+00,2.77888e+00,0.5473,1.99924e+50,6.77209e+00,1.93786e+00,3.00231e+49,1.69901e+50,5.65900e+00,1.42618e+00,3.34040e+00,4.72326e+00,3.51604e+00
67.00139,1.02232e+48,1.63540e+46,6.78053e+12,1.53614e-01,2.00673e+00,2.64534e+00,0.5870,1.99869e+50,7.09060e+00,1.95941e+00,2.90848e+49,1.70784e+50,5.87193e+00,1.45621e+00,3.11445e+00,5.03749e+00,3.59297e+00
67.50067,1.01057e+48,1.63105e+46,6.56537e+12,1.48740e-01,2.00711e+00,2.73980e+00,0.5569,1.99839e+50,6.82758e+00,1.93564e+00,3.04149e+49,1.69424e+50,5.57044e+00,1.37878e+00,3.28292e+00,4.78150e+00,3.52712e+00
68.00057,1.04103e+48,1.67640e+46,6.94348e+12,1.57306e-01,2.00702e+00,2.72111e+00,0.5547,1.99805e+50,6.93995e+00,1.94291e+00,3.10780e+49,1.68727e+50,5.42916e+00,1.38098e+00,3.29570e+00,4.87191e+00,3.54864e+00
68.38817,1.06390e+48,1.60543e+46,7.52312e+12,1.70438e-01,2.00682e+00,2.64500e+00,0.5885,1.99769e+50,7.09546e+00,1.95171e+00,2.90816e+49,1.70687e+50,5.86925e+00,1.60536e+00,3.10651e+00,5.03508e+00,3.58736e+00
68.50061,1.06088e+48,1.69516e+46,7.48894e+12,1.69663e-01,2.00690e+00,2.66382e+00,0.5984,1.99762e+50,7.04503e+00,1.94610e+00,3.17544e+49,1.68008e+50,5.29085e+00,1.59552e+00,3.17264e+00,4.98133e+00,3.57403e+00
69.00140,1.07206e+48,1.65623e+46,7.24205e+12,1.64070e-01,2.00724e+00,2.76806e+00,0.5663,1.99735e+50,6.78207e+00,1.92947e+00,3.01538e+49,1.69582e+50,5.62389e+00,1.65035e+00,3.35222e+00,4.73481e+00,3.51130e+00
69.50080,1.11331e+48,1.71681e+46,7.63194e+12,1.72903e-01,2.00685e+00,2.64713e+00,0.5855,1.99682e+50,7.10863e+00,1.94493e+00,2.91117e+49,1.70570e+50,5.85917e+00,1.58111e+00,3.12238e+00,5.03114e+00,3.58253e+00
70.00090,1.12149e+48,1.78314e+46,7.67576e+12,1.73896e-01,2.00718e+00,2.72622e+00,0.5588,1.99652e+50,6.87210e+00,1.92592e+00,3.06311e+49,1.69021e+50,5.51794e+00,1.69559e+00,3.27161e+00,4.80805e+00,3.52720e+00
70.50049,1.14809e+48,1.80172e+46,7.71679e+12,1.74825e-01,2.00713e+00,2.72262e+00,0.5551,1.99621e+50,6.92848e+00,1.93041e+00,3.10425e+49,1.68579e+50,5.43058e+00,1.57837e+00,3.29345e+00,4.86440e+00,3.53944e+00
71.00042,1.17857e+48,1.99487e+46,8.23828e+12,1.86640e-01,2.00700e+00,2.66082e+00,0.5789,1.99577e+50,7.06855e+00,1.92962e+00,3.19027e+49,1.67674e+50,5.25579e+00,1.48640e+00,3.15781e+00,4.99577e+00,3.56978e+00
71.50094,1.19356e+48,2.09896e+46,7.78690e+12,1.76414e-01,2.00734e+00,2.76032e+00,0.5720,1.99552e+50,6.80863e+00,1.91138e+00,3.02404e+49,1.69311e+50,5.59886e+00,1.41093e+00,3.31887e+00,4.74693e+00,3.50929e+00
71.62709,1.20648e+48,2.09021e+46,7.87950e+12,1.78512e-01,2.00730e+00,2.74983e+00,0.5712,1.99545e+50,6.85185e+00,1.91411e+00,3.05210e+49,1.69024e+50,5.53794e+00,1.41827e+00,3.32334e+00,4.78533e+00,3.51801e+00
72.00097,1.24077e+48,2.08570e+46,8.46840e+12,1.91853e-01,2.00698e+00,2.64708e+00,0.5583,1.99506e+50,7.10024e+00,1.93076e+00,2.90796e+49,1.70427e+50,5.86070e+00,1.39432e+00,3.14840e+00,5.02322e+00,3.57429e+00
72.50077,1.24341e+48,2.19339e+46,9.08945e+12,2.05923e-01,2.00727e+00,2.71600e+00,0.5640,1.99476e+50,6.90220e+00,1.91006e+00,3.08438e+49,1.68632e+50,5.46730e+00,1.40357e+00,3.24125e+00,4.83383e+00,3.52769e+00
73.00084,1.27460e+48,2.14992e+46,9.23863e+12,2.09303e-01,2.00726e+00,2.72139e+00,0.5603,1.99447e+50,6.93582e+00,1.91617e+00,3.10495e+49,1.68398e+50,5.42352e+00,1.46087e+00,3.26253e+00,4.85961e+00,3.53281e+00
73.50073,1.30974e+48,2.05905e+46,9.94975e+12,2.25413e-01,2.00710e+00,2.65097e+00,0.5807,1.99406e+50,7.09329e+00,1.92084e+00,3.20151e+49,1.67391e+50,5.22851e+00,1.66616e+00,3.14840e+00,5.00839e+00,3.56659e+00
74.00113,1.31247e+48,1.93951e+46,9.44517e+12,2.13982e-01,2.00742e+00,2.74748e+00,0.5547,1.99379e+50,6.82153e+00,1.90630e+00,3.03826e+49,1.68997e+50,5.56229e+00,1.89847e+00,3.29570e+00,4.76170e+00,3.50656e+00
74.50090,1.35762e+48,1.87516e+46,9.17840e+12,2.07938e-01,2.00709e+00,2.64670e+00,0.5873,1.99336e+50,7.08274e+00,1.91570e+00,2.90807e+49,1.70256e+50,5.85459e+00,2.43184e+00,3.11287e+00,5.01676e+00,3.56500e+00
74.71507,1.35996e+48,1.88331e+46,9.20495e+12,2.08540e-01,2.00712e+00,2.64307e+00,0.5836,1.99324e+50,7.08989e+00,1.90858e+00,2.91237e+49,1.70200e+50,5.84404e+00,2.57043e+00,3.13266e+00,5.02625e+00,3.56668e+00
75.00098,1.35560e+48,2.17776e+46,8.97836e+12,2.03406e-01,2.00735e+00,2.70510e+00,0.5678,1.99308e+50,6.91533e+00,1.89921e+00,3.10021e+49,1.68306e+50,5.42885e+00,2.27934e+00,3.21982e+00,4.85367e+00,3.52591e+00
75.50038,1.37179e+48,2.05407e+46,8.48857e+12,1.92310e-01,2.00735e+00,2.71521e+00,0.5605,1.99280e+50,6.91209e+00,1.90082e+00,3.10855e+49,1.68195e+50,5.41071e+00,2.09105e+00,3.26177e+00,4.86096e+00,3.52682e+00
76.00074,1.38295e+48,2.03879e+46,9.15075e+12,2.07312e-01,2.00719e+00,2.64650e+00,0.5855,1.99239e+50,7.06891e+00,1.90901e+00,2.90718e+49,1.70167e+50,5.85334e+00,2.10632e+00,3.12238e+00,5.01663e+00,3.56106e+00
76.50066,1.38995e+48,1.97311e+46,8.26579e+12,1.87263e-01,2.00750e+00,2.74411e+00,0.5692,1.99213e+50,6.83011e+00,1.89359e+00,3.05185e+49,1.68695e+50,5.52762e+00,2.15938e+00,3.33521e+00,4.77654e+00,3.50421e+00
77.00043,1.42605e+48,1.77960e+46,8.11603e+12,1.83870e-01,2.00718e+00,2.64698e+00,0.5885,1.99170e+50,7.08714e+00,1.91015e+00,2.91087e+49,1.70061e+50,5.84229e+00,2.19413e+00,3.10651e+00,5.01794e+00,3.55829e+00
77.50029,1.42656e+48,1.70247e+46,8.07547e+12,1.82951e-01,2.00741e+00,2.69522e+00,0.5738,1.99140e+50,6.92941e+00,1.89812e+00,3.11205e+49,1.68020e+50,5.39902e+00,2.46461e+00,3.18586e+00,4.86774e+00,3.52173e+00
77.50682,1.42637e+48,1.70204e+46,8.08795e+12,1.83234e-01,2.00741e+00,2.69688e+00,0.5733,1.99140e+50,6.92482e+00,1.89786e+00,3.10927e+49,1.68047e+50,5.40472e+00,2.47667e+00,3.18896e+00,4.86375e+00,3.52083e+00
78.00068,1.44931e+48,1.62779e+46,7.76791e+12,1.75983e-01,2.00742e+00,2.70953e+00,0.5640,1.99113e+50,6.93629e+00,1.90126e+00,3.11528e+49,1.67960e+50,5.39148e+00,2.80228e+00,3.24125e+00,4.86630e+00,3.51973e+00
