# fthermal over dir_hz192ctl, 43 plotfiles. Campaign HZ thermal readout.
# rho_cut = 100000, Abar = 4
# temperatures in K; densities in g/cm^3; E_ion = int (3/2) rho k T / (Abar m_u) dV in erg, over cells above rho_cut
# positions of the hottest cell in units of the initial R_eq = 3.917259e8 cm; f_T are MASS fractions above each threshold
# the field has 6.06e49 erg to give: compare E_ion(t) - E_ion(0)
#          t       rho_max        T_core       T_mean         T_max     T_amb_max   rho_at_Tmax  varpi_hot     z_hot     r_hot     f_T>1e8     f_T>5e8     f_T>1e9     f_T>2e9         E_ion       M/Msun
3.51662,3.62687e+05,2.34880e+08,5.03994e+08,1.16300e+09,1.09358e+09,1.36391e+05,3.0991,2.2736,3.8437,9.8254e-01,4.9136e-01,4.2463e-03,0.0000e+00,1.07772e+49,3.44824e-01
3.95557,2.51957e+05,2.47720e+08,4.91484e+08,1.15451e+09,1.08827e+09,1.10192e+05,3.2323,2.2497,3.9381,9.7316e-01,5.2190e-01,1.3620e-03,0.0000e+00,9.61584e+48,3.15497e-01
4.43906,1.78973e+05,2.90087e+08,4.78430e+08,1.03027e+09,1.06508e+09,1.00613e+05,3.0801,-2.2975,3.8426,9.5974e-01,4.9829e-01,3.0574e-05,0.0000e+00,8.77311e+48,2.95701e-01
4.98658,1.80862e+05,2.02252e+08,4.54285e+08,9.39366e+08,1.02853e+09,1.01569e+05,3.0191,-2.2975,3.7939,9.6698e-01,4.4105e-01,0.0000e+00,0.0000e+00,7.60430e+48,2.69928e-01
5.54361,1.92038e+05,1.84140e+08,4.24164e+08,9.32428e+08,1.01356e+09,1.00005e+05,2.9654,-2.2736,3.7367,9.9072e-01,3.6222e-01,0.0000e+00,0.0000e+00,6.11736e+48,2.32567e-01
5.67783,2.02341e+05,1.78813e+08,4.13458e+08,9.22289e+08,1.01049e+09,1.00024e+05,3.0529,-2.2497,3.7922,9.8731e-01,3.2821e-01,0.0000e+00,0.0000e+00,5.71423e+48,2.22866e-01
6.10442,2.33503e+05,1.34346e+08,3.77838e+08,8.93144e+08,1.00454e+09,1.00328e+05,3.1311,-2.1061,3.7735,9.6224e-01,1.7074e-01,0.0000e+00,0.0000e+00,4.60087e+48,1.96359e-01
6.64619,4.36397e+05,9.12403e+07,3.66030e+08,8.88430e+08,9.96901e+08,1.00144e+05,3.1308,-2.1061,3.7732,9.7772e-01,1.6535e-01,0.0000e+00,0.0000e+00,3.78389e+48,1.66701e-01
7.17397,6.98671e+05,8.57406e+07,3.78954e+08,8.83361e+08,9.90974e+08,1.00079e+05,3.1319,-2.0821,3.7608,9.8477e-01,1.6935e-01,0.0000e+00,0.0000e+00,3.88155e+48,1.65172e-01
7.68618,1.40651e+06,3.17826e+08,3.83962e+08,8.82126e+08,9.87627e+08,1.00504e+05,3.1319,1.9864,3.7087,9.9986e-01,1.1747e-01,0.0000e+00,0.0000e+00,4.46161e+48,1.87379e-01
8.08064,1.55734e+06,4.65783e+08,3.93389e+08,9.87169e+08,9.85769e+08,7.19741e+05,0.0000,-0.5026,0.5026,1.0000e+00,1.4903e-01,0.0000e+00,0.0000e+00,5.20398e+48,2.13319e-01
8.46968,1.22433e+06,4.11318e+08,4.06860e+08,8.79161e+08,9.84051e+08,1.00773e+05,3.1319,1.9625,3.6959,1.0000e+00,1.8283e-01,0.0000e+00,0.0000e+00,6.09080e+48,2.41405e-01
8.85492,7.91643e+05,3.58373e+08,4.23691e+08,8.84650e+08,9.82450e+08,1.00555e+05,3.1155,1.9864,3.6948,1.0000e+00,2.5004e-01,0.0000e+00,0.0000e+00,7.19121e+48,2.73697e-01
9.23828,5.36425e+05,3.54441e+08,4.43396e+08,8.84275e+08,9.80865e+08,1.00815e+05,2.8978,2.0821,3.5683,1.0000e+00,3.2650e-01,0.0000e+00,0.0000e+00,8.47105e+48,3.08079e-01
9.26352,5.26530e+05,3.54567e+08,4.44640e+08,8.84090e+08,9.80762e+08,1.00966e+05,2.8978,2.0821,3.5683,1.0000e+00,3.2968e-01,0.0000e+00,0.0000e+00,8.54864e+48,3.10031e-01
9.68898,4.44551e+05,3.67573e+08,4.61444e+08,8.86250e+08,9.79054e+08,1.31957e+05,0.9098,1.9864,2.1848,1.0000e+00,3.5594e-01,0.0000e+00,0.0000e+00,9.49002e+48,3.31639e-01
10.13247,5.05028e+05,3.75817e+08,4.74958e+08,9.34276e+08,9.78294e+08,1.08050e+05,0.9859,-2.2975,2.5001,1.0000e+00,3.9068e-01,0.0000e+00,0.0000e+00,9.85644e+48,3.34643e-01
10.56956,5.05241e+05,3.49036e+08,4.78837e+08,9.16233e+08,9.78803e+08,1.03282e+05,1.0097,-2.2975,2.5096,1.0000e+00,4.1809e-01,0.0000e+00,0.0000e+00,1.01372e+49,3.41387e-01
10.99398,7.06219e+05,3.26534e+08,4.77941e+08,9.02616e+08,9.81717e+08,1.01364e+05,2.3166,-2.2736,3.2459,1.0000e+00,3.9168e-01,0.0000e+00,0.0000e+00,1.06087e+49,3.57935e-01
11.40793,9.22785e+05,3.36635e+08,4.74090e+08,9.03830e+08,9.84280e+08,1.00246e+05,2.2835,-2.2975,3.2393,1.0000e+00,3.7205e-01,0.0000e+00,0.0000e+00,1.11648e+49,3.79758e-01
11.81540,1.09891e+06,3.84465e+08,4.67554e+08,8.98288e+08,9.86203e+08,1.02058e+05,2.2967,-2.2736,3.2317,9.9872e-01,3.8147e-01,0.0000e+00,0.0000e+00,1.12565e+49,3.88229e-01
12.00000,1.06930e+06,3.91199e+08,4.65248e+08,8.93666e+08,9.87094e+08,1.00322e+05,2.1672,-2.2975,3.1584,9.9375e-01,3.9444e-01,0.0000e+00,0.0000e+00,1.12960e+49,3.91523e-01
