  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal               
  7.600614751048281326E-01  2.686199021937832333E+33 -5.319273606304368369E+25 -1.088033237653166257E+25  2.629413657661818455E+25  1.641414725796434353E+51  3.944370111956877519E+47  1.641020288785241437E+51
  7.699186832166944328E-01  2.686199160597725584E+33  2.357405348248526891E+25  1.480934129027920739E+25 -9.369175102013376104E+24  1.638820126078635231E+51  3.952541525602944237E+47  1.638424871926116679E+51
  7.797816555001096939E-01  2.686199299309152121E+33 -1.088033237653166257E+25 -2.629413657661818455E+25 -3.354769149430595960E+25  1.636227367411065758E+51  3.960091287492793720E+47  1.635831358282347122E+51
  7.896504055502185926E-01  2.686199438072575418E+33 -1.208925819614629175E+25 -4.684587551006688052E+25 -5.289050460814002639E+25  1.633636690231351604E+51  3.967016593973602406E+47  1.633239988571996303E+51
  7.995249463752611696E-01  2.686199576888639382E+33  3.264099712959498772E+25  4.140570932180104923E+25  1.051765463064727382E+26  1.631048327988474626E+51  3.973358560015431328E+47  1.630650992132515923E+51
  8.094052903218045270E-01  2.686199715757462186E+33 -3.505884876882424607E+25 -4.170794077670470653E+25 -3.777893186295716171E+25  1.628462505222285641E+51  3.979142119891758479E+47  1.628064591010333769E+51
  8.192914490378514492E-01  2.686199854679615104E+33 -4.261463514141567841E+25 -1.178702674124263445E+25  5.440166188265831286E+24  1.625879438863503370E+51  3.984374466653833790E+47  1.625481001416833902E+51
  8.291834334634545778E-01  2.686199993655128688E+33 -2.538744221190721267E+25 -5.077488442381442534E+25 -3.022314549036572937E+24  1.623299341979350654E+51  3.989055805847973940E+47  1.622900436398763737E+51
  8.390812538377749874E-01  2.686200132684605916E+33  4.110347786689739194E+25 -1.088033237653166257E+25  6.044629098073145874E+24  1.620722421568290114E+51  3.993193274091202916E+47  1.620323102240870544E+51
  8.489849197194071495E-01  2.686200271768148245E+33 -3.808116331786081900E+25 -7.011769753764849213E+25 -5.863290225130951497E+25  1.618148880025885146E+51  3.996802628081696095E+47  1.617749199763094388E+51
  8.588944400235981602E-01  2.686200410906103281E+33  6.135298534544243062E+25  5.017042151400711075E+25  2.176066475306332514E+25  1.615578914274252626E+51  3.999851200102845691E+47  1.615178929154208036E+51
  8.688098230722769433E-01  2.686200550098704490E+33  3.052537694526938666E+25  4.473025532574127946E+25  9.066943647109718810E+25  1.613012717266031212E+51  4.002346637227149777E+47  1.612612482602325388E+51
  8.787310766374286652E-01  2.686200689346308125E+33  3.173430276488401584E+25  5.319273606304368369E+25 -2.236512766287063973E+25  1.610450474525637386E+51  4.004322542395753185E+47  1.610050042271395775E+51
  8.886582079560896297E-01  2.686200828648957422E+33 -1.752942438441212303E+25  6.044629098073145874E+23 -1.269372110595360633E+25  1.607892363794751710E+51  4.005816522309394732E+47  1.607491782142561229E+51
  8.985912237145472492E-01  2.686200968006897951E+33  1.299595256085726363E+25  4.986819005910345346E+25  4.684587551006688052E+25  1.605338554633433788E+51  4.006856580157949484E+47  1.604937868975410974E+51
  9.085301300116322976E-01  2.686201107420345310E+33  5.772620788659854309E+25  7.767348391023992447E+25 -6.044629098073145874E+23  1.602789211079192688E+51  4.007470287274626693E+47  1.602388464050517580E+51
  9.184749323222362039E-01  2.686201246889354838E+33  7.706902100043260989E+25  5.289050460814002639E+25  5.681951352188757121E+25  1.600244492456080053E+51  4.007634366022677893E+47  1.599843729019430516E+51
  9.284256356227008622E-01  2.686201386414259154E+33  1.390264692556823551E+25 -5.077488442381442534E+25 -8.371811300831307035E+25  1.597704553150183159E+51  4.007342828500271954E+47  1.597303818867347032E+51
  9.383822446778327109E-01  2.686201525995079010E+33 -1.873835020402675221E+25 -5.379719897285099827E+25 -4.624141260025956593E+25  1.595169542387134078E+51  4.006651775701819496E+47  1.594768877209575424E+51
  9.483447639198517853E-01  2.686201665631950450E+33  2.417851639229258349E+24 -4.503248678064493676E+25 -6.739761444351557649E+25  1.592639601695469794E+51  4.005549512476468676E+47  1.592239046744278272E+51
  9.583131973971424911E-01  2.686201805324997991E+33  8.462480737302404223E+24 -2.750306239623281372E+25  2.236512766287063973E+25  1.590114869994267638E+51  4.004022586033641684E+47  1.589714467735706986E+51
  9.682875487451899632E-01  2.686201945074321937E+33  3.143207130998035854E+25  4.533471823554859405E+24  9.641183411426667668E+25  1.587595481877207320E+51  4.002086863816402357E+47  1.587195273190866077E+51
  9.782678211547879421E-01  2.686202084880076778E+33 -1.208925819614629175E+24 -1.964504456873772409E+25  3.264099712959498772E+25  1.585081567718715103E+51  3.999749155128823399E+47  1.584681592803178095E+51
  9.882540173564814401E-01  2.686202224742155870E+33  3.777893186295716171E+25 -1.722719292950846574E+25 -2.357405348248526891E+25  1.582573254355020681E+51  3.996978315389371877E+47  1.582173556523485214E+51
  9.982461395773847279E-01  2.686202364660824961E+33 -5.500612479246562745E+25 -7.162885481216677860E+25 -4.956595860419979616E+25  1.580070665646548226E+51  3.993781688776684374E+47  1.579671287477621731E+51
  1.008244189563435311E+00  2.686202504635911113E+33 -1.813388729421943762E+25 -5.107711587871808263E+25 -1.054787777613763955E+26  1.577573918965703572E+51  3.990199883819450882E+47  1.577174898977304967E+51
  1.018244189563435320E+00  2.686202644564174817E+33  6.135298534544243062E+25 -3.082760840017304396E+25 -9.731852847897764856E+25  1.575084005860144849E+51  3.986345652262320479E+47  1.574685371294956763E+51
  1.028244189563435329E+00  2.686202784391643782E+33  3.203653421978767313E+25 -6.044629098073145874E+24 -2.720083094132915643E+24  1.572601410435513635E+51  3.982208361407669937E+47  1.572203189599380442E+51
  1.038244189563435338E+00  2.686202924116811716E+33  2.266735911777429703E+25  2.357405348248526891E+25  6.981546608274483484E+25  1.570126168703600391E+51  3.977778390137846490E+47  1.569728390864549083E+51
  1.048244189563435347E+00  2.686203063740089636E+33  5.621505061208025662E+25  3.808116331786081900E+25  4.563694969045225135E+25  1.567658325300517915E+51  3.973076542883889195E+47  1.567261017646211384E+51
  1.058244189563435356E+00  2.686203203261629727E+33 -7.797571536514358177E+25 -6.890877171803386296E+25 -1.752942438441212303E+25  1.565197930156331234E+51  3.968089536326853779E+47  1.564801121202684714E+51
  1.068244189563435365E+00  2.686203342681614727E+33 -2.236512766287063973E+25 -4.140570932180104923E+25  2.780529385113647102E+25  1.562745039427871927E+51  3.962870183361300211E+47  1.562348752409531584E+51
  1.078244189563435373E+00  2.686203482000520216E+33  2.024950747854503868E+25 -8.764712192206061517E+24 -2.689859948642549914E+25  1.560299710586578725E+51  3.957398979224434334E+47  1.559903970688659346E+51
  1.088244189563435382E+00  2.686203621218452264E+33 -4.563694969045225135E+25 -6.679315153370826190E+25 -4.745033841987419511E+25  1.557862006620907649E+51  3.951673906702969259E+47  1.557466839230247993E+51
  1.098244189563435391E+00  2.686203760335899132E+33  3.929008913747544818E+24  1.118256383143531987E+25  2.085397038835235326E+25  1.555431994731174004E+51  3.945607115086671976E+47  1.555037434019660433E+51
  1.108244189563435400E+00  2.686203899352894832E+33 -1.420487838047189280E+25 -3.022314549036572937E+24 -8.402034446321672764E+25  1.553009747747228871E+51  3.939196838119082242E+47  1.552615828063428399E+51
  1.118244189563435409E+00  2.686204038269706841E+33  9.671406556917033398E+24  2.568967366681086996E+25 -3.898785768257179088E+25  1.550595336340853555E+51  3.932475698613833533E+47  1.550202088771004939E+51
  1.128244189563435418E+00  2.686204177086728306E+33 -1.208925819614629175E+24  1.420487838047189280E+25  1.511157274518286468E+24  1.548188825830073173E+51  3.925505906297192979E+47  1.547796275239424778E+51
  1.138244189563435427E+00  2.686204315804127553E+33 -1.057810092162800528E+25 -3.384992294920961689E+25 -4.080124641199373465E+25  1.545790276061939678E+51  3.918325105778583734E+47  1.545398443551419021E+51
  1.148244189563435436E+00  2.686204454422229129E+33 -2.840975676094378561E+25 -5.017042151400711075E+25 -1.214970448712702321E+26  1.543399741949405385E+51  3.910921347975254791E+47  1.543008649814625848E+51
  1.158244189563435445E+00  2.686204592941222114E+33  6.558422571409363273E+25  6.286414261996071708E+25  2.871198821584744290E+25  1.541017277289464928E+51  3.903338671032440216E+47  1.540626943422361043E+51
