# 1D hydrostatic white dwarf, ztwd structure, isothermal T
# rho_c=9.8839384950e+08 R=2.4562141156e+08 M_msun=1.3461439553 t_dyn=0.2879669941 T_iso=1.0000000000e+07
# r density temperature
3.7812352950e+08 1.0000000000e+04 1.0000000000e+07
3.7853813863e+08 1.0000000000e+04 1.0000000000e+07
3.7895274777e+08 1.0000000000e+04 1.0000000000e+07
3.7936735690e+08 1.0000000000e+04 1.0000000000e+07
3.7978196603e+08 1.0000000000e+04 1.0000000000e+07
3.8019657517e+08 1.0000000000e+04 1.0000000000e+07
3.8061118430e+08 1.0000000000e+04 1.0000000000e+07
3.8102579343e+08 1.0000000000e+04 1.0000000000e+07
3.8144040257e+08 1.0000000000e+04 1.0000000000e+07
3.8185501170e+08 1.0000000000e+04 1.0000000000e+07
3.8226962083e+08 1.0000000000e+04 1.0000000000e+07
3.8268422997e+08 1.0000000000e+04 1.0000000000e+07
3.8309883910e+08 1.0000000000e+04 1.0000000000e+07
3.8351344823e+08 1.0000000000e+04 1.0000000000e+07
3.8392805737e+08 1.0000000000e+04 1.0000000000e+07
3.8434266650e+08 1.0000000000e+04 1.0000000000e+07
3.8475727563e+08 1.0000000000e+04 1.0000000000e+07
3.8517188476e+08 1.0000000000e+04 1.0000000000e+07
3.8558649390e+08 1.0000000000e+04 1.0000000000e+07
3.8600110303e+08 1.0000000000e+04 1.0000000000e+07
3.8641571216e+08 1.0000000000e+04 1.0000000000e+07
3.8683032130e+08 1.0000000000e+04 1.0000000000e+07
3.8724493043e+08 1.0000000000e+04 1.0000000000e+07
3.8765953956e+08 1.0000000000e+04 1.0000000000e+07
3.8807414870e+08 1.0000000000e+04 1.0000000000e+07
3.8848875783e+08 1.0000000000e+04 1.0000000000e+07
3.8890336696e+08 1.0000000000e+04 1.0000000000e+07
3.8931797610e+08 1.0000000000e+04 1.0000000000e+07
3.8973258523e+08 1.0000000000e+04 1.0000000000e+07
3.9014719436e+08 1.0000000000e+04 1.0000000000e+07
3.9056180350e+08 1.0000000000e+04 1.0000000000e+07
3.9097641263e+08 1.0000000000e+04 1.0000000000e+07
3.9139102176e+08 1.0000000000e+04 1.0000000000e+07
3.9180563090e+08 1.0000000000e+04 1.0000000000e+07
3.9222024003e+08 1.0000000000e+04 1.0000000000e+07
3.9263484916e+08 1.0000000000e+04 1.0000000000e+07
3.9304945830e+08 1.0000000000e+04 1.0000000000e+07
3.9346406743e+08 1.0000000000e+04 1.0000000000e+07
3.9387867656e+08 1.0000000000e+04 1.0000000000e+07
3.9429328570e+08 1.0000000000e+04 1.0000000000e+07
3.9470789483e+08 1.0000000000e+04 1.0000000000e+07
3.9512250396e+08 1.0000000000e+04 1.0000000000e+07
3.9553711310e+08 1.0000000000e+04 1.0000000000e+07
3.9595172223e+08 1.0000000000e+04 1.0000000000e+07
3.9636633136e+08 1.0000000000e+04 1.0000000000e+07
3.9678094050e+08 1.0000000000e+04 1.0000000000e+07
3.9719554963e+08 1.0000000000e+04 1.0000000000e+07
3.9761015876e+08 1.0000000000e+04 1.0000000000e+07
3.9802476789e+08 1.0000000000e+04 1.0000000000e+07
3.9843937703e+08 1.0000000000e+04 1.0000000000e+07
3.9885398616e+08 1.0000000000e+04 1.0000000000e+07
3.9926859529e+08 1.0000000000e+04 1.0000000000e+07
3.9968320443e+08 1.0000000000e+04 1.0000000000e+07
4.0009781356e+08 1.0000000000e+04 1.0000000000e+07
4.0051242269e+08 1.0000000000e+04 1.0000000000e+07
4.0092703183e+08 1.0000000000e+04 1.0000000000e+07
4.0134164096e+08 1.0000000000e+04 1.0000000000e+07
4.0175625009e+08 1.0000000000e+04 1.0000000000e+07
4.0217085923e+08 1.0000000000e+04 1.0000000000e+07
4.0258546836e+08 1.0000000000e+04 1.0000000000e+07
4.0300007749e+08 1.0000000000e+04 1.0000000000e+07
4.0341468663e+08 1.0000000000e+04 1.0000000000e+07
4.0382929576e+08 1.0000000000e+04 1.0000000000e+07
4.0424390489e+08 1.0000000000e+04 1.0000000000e+07
4.0465851403e+08 1.0000000000e+04 1.0000000000e+07
4.0507312316e+08 1.0000000000e+04 1.0000000000e+07
4.0548773229e+08 1.0000000000e+04 1.0000000000e+07
4.0590234143e+08 1.0000000000e+04 1.0000000000e+07
4.0631695056e+08 1.0000000000e+04 1.0000000000e+07
4.0673155969e+08 1.0000000000e+04 1.0000000000e+07
4.0714616883e+08 1.0000000000e+04 1.0000000000e+07
4.0756077796e+08 1.0000000000e+04 1.0000000000e+07
4.0797538709e+08 1.0000000000e+04 1.0000000000e+07
4.0838999623e+08 1.0000000000e+04 1.0000000000e+07
4.0880460536e+08 1.0000000000e+04 1.0000000000e+07
4.0921921449e+08 1.0000000000e+04 1.0000000000e+07
4.0963382362e+08 1.0000000000e+04 1.0000000000e+07
4.1004843276e+08 1.0000000000e+04 1.0000000000e+07
4.1046304189e+08 1.0000000000e+04 1.0000000000e+07
4.1087765102e+08 1.0000000000e+04 1.0000000000e+07
4.1129226016e+08 1.0000000000e+04 1.0000000000e+07
4.1170686929e+08 1.0000000000e+04 1.0000000000e+07
4.1212147842e+08 1.0000000000e+04 1.0000000000e+07
4.1253608756e+08 1.0000000000e+04 1.0000000000e+07
4.1295069669e+08 1.0000000000e+04 1.0000000000e+07
4.1336530582e+08 1.0000000000e+04 1.0000000000e+07
4.1377991496e+08 1.0000000000e+04 1.0000000000e+07
4.1419452409e+08 1.0000000000e+04 1.0000000000e+07
4.1460913322e+08 1.0000000000e+04 1.0000000000e+07
4.1502374236e+08 1.0000000000e+04 1.0000000000e+07
4.1543835149e+08 1.0000000000e+04 1.0000000000e+07
4.1585296062e+08 1.0000000000e+04 1.0000000000e+07
4.1626756976e+08 1.0000000000e+04 1.0000000000e+07
4.1668217889e+08 1.0000000000e+04 1.0000000000e+07
4.1709678802e+08 1.0000000000e+04 1.0000000000e+07
4.1751139716e+08 1.0000000000e+04 1.0000000000e+07
4.1792600629e+08 1.0000000000e+04 1.0000000000e+07
4.1834061542e+08 1.0000000000e+04 1.0000000000e+07
4.1875522456e+08 1.0000000000e+04 1.0000000000e+07
4.1916983369e+08 1.0000000000e+04 1.0000000000e+07
4.1958444282e+08 1.0000000000e+04 1.0000000000e+07
4.1999905196e+08 1.0000000000e+04 1.0000000000e+07
4.2041366109e+08 1.0000000000e+04 1.0000000000e+07
4.2082827022e+08 1.0000000000e+04 1.0000000000e+07
4.2124287936e+08 1.0000000000e+04 1.0000000000e+07
4.2165748849e+08 1.0000000000e+04 1.0000000000e+07
4.2207209762e+08 1.0000000000e+04 1.0000000000e+07
4.2248670675e+08 1.0000000000e+04 1.0000000000e+07
4.2290131589e+08 1.0000000000e+04 1.0000000000e+07
4.2331592502e+08 1.0000000000e+04 1.0000000000e+07
4.2373053415e+08 1.0000000000e+04 1.0000000000e+07
4.2414514329e+08 1.0000000000e+04 1.0000000000e+07
4.2455975242e+08 1.0000000000e+04 1.0000000000e+07
4.2497436155e+08 1.0000000000e+04 1.0000000000e+07
4.2538897069e+08 1.0000000000e+04 1.0000000000e+07
4.2580357982e+08 1.0000000000e+04 1.0000000000e+07
4.2621818895e+08 1.0000000000e+04 1.0000000000e+07
4.2663279809e+08 1.0000000000e+04 1.0000000000e+07
4.2704740722e+08 1.0000000000e+04 1.0000000000e+07
4.2746201635e+08 1.0000000000e+04 1.0000000000e+07
4.2787662549e+08 1.0000000000e+04 1.0000000000e+07
4.2829123462e+08 1.0000000000e+04 1.0000000000e+07
4.2870584375e+08 1.0000000000e+04 1.0000000000e+07
4.2912045289e+08 1.0000000000e+04 1.0000000000e+07
4.2953506202e+08 1.0000000000e+04 1.0000000000e+07
4.2994967115e+08 1.0000000000e+04 1.0000000000e+07
4.3036428029e+08 1.0000000000e+04 1.0000000000e+07
4.3077888942e+08 1.0000000000e+04 1.0000000000e+07
4.3119349855e+08 1.0000000000e+04 1.0000000000e+07
4.3160810769e+08 1.0000000000e+04 1.0000000000e+07
4.3202271682e+08 1.0000000000e+04 1.0000000000e+07
4.3243732595e+08 1.0000000000e+04 1.0000000000e+07
4.3285193509e+08 1.0000000000e+04 1.0000000000e+07
4.3326654422e+08 1.0000000000e+04 1.0000000000e+07
4.3368115335e+08 1.0000000000e+04 1.0000000000e+07
4.3409576249e+08 1.0000000000e+04 1.0000000000e+07
4.3451037162e+08 1.0000000000e+04 1.0000000000e+07
4.3492498075e+08 1.0000000000e+04 1.0000000000e+07
4.3533958988e+08 1.0000000000e+04 1.0000000000e+07
4.3575419902e+08 1.0000000000e+04 1.0000000000e+07
4.3616880815e+08 1.0000000000e+04 1.0000000000e+07
4.3658341728e+08 1.0000000000e+04 1.0000000000e+07
4.3699802642e+08 1.0000000000e+04 1.0000000000e+07
4.3741263555e+08 1.0000000000e+04 1.0000000000e+07
4.3782724468e+08 1.0000000000e+04 1.0000000000e+07
4.3824185382e+08 1.0000000000e+04 1.0000000000e+07
4.3865646295e+08 1.0000000000e+04 1.0000000000e+07
4.3907107208e+08 1.0000000000e+04 1.0000000000e+07
4.3948568122e+08 1.0000000000e+04 1.0000000000e+07
4.3990029035e+08 1.0000000000e+04 1.0000000000e+07
4.4031489948e+08 1.0000000000e+04 1.0000000000e+07
4.4072950862e+08 1.0000000000e+04 1.0000000000e+07
4.4114411775e+08 1.0000000000e+04 1.0000000000e+07
4.4155872688e+08 1.0000000000e+04 1.0000000000e+07
4.4197333602e+08 1.0000000000e+04 1.0000000000e+07
4.4238794515e+08 1.0000000000e+04 1.0000000000e+07
4.4280255428e+08 1.0000000000e+04 1.0000000000e+07
4.4321716342e+08 1.0000000000e+04 1.0000000000e+07
4.4363177255e+08 1.0000000000e+04 1.0000000000e+07
4.4404638168e+08 1.0000000000e+04 1.0000000000e+07
4.4446099082e+08 1.0000000000e+04 1.0000000000e+07
4.4487559995e+08 1.0000000000e+04 1.0000000000e+07
4.4529020908e+08 1.0000000000e+04 1.0000000000e+07
4.4570481822e+08 1.0000000000e+04 1.0000000000e+07
4.4611942735e+08 1.0000000000e+04 1.0000000000e+07
4.4653403648e+08 1.0000000000e+04 1.0000000000e+07
4.4694864562e+08 1.0000000000e+04 1.0000000000e+07
4.4736325475e+08 1.0000000000e+04 1.0000000000e+07
4.4777786388e+08 1.0000000000e+04 1.0000000000e+07
4.4819247301e+08 1.0000000000e+04 1.0000000000e+07
4.4860708215e+08 1.0000000000e+04 1.0000000000e+07
4.4902169128e+08 1.0000000000e+04 1.0000000000e+07
4.4943630041e+08 1.0000000000e+04 1.0000000000e+07
4.4985090955e+08 1.0000000000e+04 1.0000000000e+07
4.5026551868e+08 1.0000000000e+04 1.0000000000e+07
4.5068012781e+08 1.0000000000e+04 1.0000000000e+07
4.5109473695e+08 1.0000000000e+04 1.0000000000e+07
4.5150934608e+08 1.0000000000e+04 1.0000000000e+07
4.5192395521e+08 1.0000000000e+04 1.0000000000e+07
4.5233856435e+08 1.0000000000e+04 1.0000000000e+07
4.5275317348e+08 1.0000000000e+04 1.0000000000e+07
4.5316778261e+08 1.0000000000e+04 1.0000000000e+07
4.5358239175e+08 1.0000000000e+04 1.0000000000e+07
4.5399700088e+08 1.0000000000e+04 1.0000000000e+07
4.5441161001e+08 1.0000000000e+04 1.0000000000e+07
4.5482621915e+08 1.0000000000e+04 1.0000000000e+07
4.5524082828e+08 1.0000000000e+04 1.0000000000e+07
4.5565543741e+08 1.0000000000e+04 1.0000000000e+07
4.5607004655e+08 1.0000000000e+04 1.0000000000e+07
4.5648465568e+08 1.0000000000e+04 1.0000000000e+07
4.5689926481e+08 1.0000000000e+04 1.0000000000e+07
4.5731387395e+08 1.0000000000e+04 1.0000000000e+07
4.5772848308e+08 1.0000000000e+04 1.0000000000e+07
4.5814309221e+08 1.0000000000e+04 1.0000000000e+07
4.5855770135e+08 1.0000000000e+04 1.0000000000e+07
4.5897231048e+08 1.0000000000e+04 1.0000000000e+07
4.5938691961e+08 1.0000000000e+04 1.0000000000e+07
4.5980152874e+08 1.0000000000e+04 1.0000000000e+07
4.6021613788e+08 1.0000000000e+04 1.0000000000e+07
4.6063074701e+08 1.0000000000e+04 1.0000000000e+07
4.6104535614e+08 1.0000000000e+04 1.0000000000e+07
4.6145996528e+08 1.0000000000e+04 1.0000000000e+07
4.6187457441e+08 1.0000000000e+04 1.0000000000e+07
4.6228918354e+08 1.0000000000e+04 1.0000000000e+07
4.6270379268e+08 1.0000000000e+04 1.0000000000e+07
4.6311840181e+08 1.0000000000e+04 1.0000000000e+07
4.6353301094e+08 1.0000000000e+04 1.0000000000e+07
4.6394762008e+08 1.0000000000e+04 1.0000000000e+07
4.6436222921e+08 1.0000000000e+04 1.0000000000e+07
4.6477683834e+08 1.0000000000e+04 1.0000000000e+07
4.6519144748e+08 1.0000000000e+04 1.0000000000e+07
4.6560605661e+08 1.0000000000e+04 1.0000000000e+07
4.6602066574e+08 1.0000000000e+04 1.0000000000e+07
4.6643527488e+08 1.0000000000e+04 1.0000000000e+07
4.6684988401e+08 1.0000000000e+04 1.0000000000e+07
4.6726449314e+08 1.0000000000e+04 1.0000000000e+07
4.6767910228e+08 1.0000000000e+04 1.0000000000e+07
4.6809371141e+08 1.0000000000e+04 1.0000000000e+07
4.6850832054e+08 1.0000000000e+04 1.0000000000e+07
4.6892292968e+08 1.0000000000e+04 1.0000000000e+07
4.6933753881e+08 1.0000000000e+04 1.0000000000e+07
4.6975214794e+08 1.0000000000e+04 1.0000000000e+07
4.7016675708e+08 1.0000000000e+04 1.0000000000e+07
4.7058136621e+08 1.0000000000e+04 1.0000000000e+07
4.7099597534e+08 1.0000000000e+04 1.0000000000e+07
4.7141058448e+08 1.0000000000e+04 1.0000000000e+07
4.7182519361e+08 1.0000000000e+04 1.0000000000e+07
4.7223980274e+08 1.0000000000e+04 1.0000000000e+07
4.7265441187e+08 1.0000000000e+04 1.0000000000e+07
4.7306902101e+08 1.0000000000e+04 1.0000000000e+07
4.7348363014e+08 1.0000000000e+04 1.0000000000e+07
4.7389823927e+08 1.0000000000e+04 1.0000000000e+07
4.7431284841e+08 1.0000000000e+04 1.0000000000e+07
4.7472745754e+08 1.0000000000e+04 1.0000000000e+07
4.7514206667e+08 1.0000000000e+04 1.0000000000e+07
4.7555667581e+08 1.0000000000e+04 1.0000000000e+07
4.7597128494e+08 1.0000000000e+04 1.0000000000e+07
4.7638589407e+08 1.0000000000e+04 1.0000000000e+07
4.7680050321e+08 1.0000000000e+04 1.0000000000e+07
4.7721511234e+08 1.0000000000e+04 1.0000000000e+07
4.7762972147e+08 1.0000000000e+04 1.0000000000e+07
4.7804433061e+08 1.0000000000e+04 1.0000000000e+07
4.7845893974e+08 1.0000000000e+04 1.0000000000e+07
4.7887354887e+08 1.0000000000e+04 1.0000000000e+07
4.7928815801e+08 1.0000000000e+04 1.0000000000e+07
4.7970276714e+08 1.0000000000e+04 1.0000000000e+07
4.8011737627e+08 1.0000000000e+04 1.0000000000e+07
4.8053198541e+08 1.0000000000e+04 1.0000000000e+07
4.8094659454e+08 1.0000000000e+04 1.0000000000e+07
4.8136120367e+08 1.0000000000e+04 1.0000000000e+07
4.8177581281e+08 1.0000000000e+04 1.0000000000e+07
4.8219042194e+08 1.0000000000e+04 1.0000000000e+07
4.8260503107e+08 1.0000000000e+04 1.0000000000e+07
4.8301964021e+08 1.0000000000e+04 1.0000000000e+07
4.8343424934e+08 1.0000000000e+04 1.0000000000e+07
4.8384885847e+08 1.0000000000e+04 1.0000000000e+07
4.8426346761e+08 1.0000000000e+04 1.0000000000e+07
4.8467807674e+08 1.0000000000e+04 1.0000000000e+07
4.8509268587e+08 1.0000000000e+04 1.0000000000e+07
4.8550729500e+08 1.0000000000e+04 1.0000000000e+07
4.8592190414e+08 1.0000000000e+04 1.0000000000e+07
4.8633651327e+08 1.0000000000e+04 1.0000000000e+07
4.8675112240e+08 1.0000000000e+04 1.0000000000e+07
4.8716573154e+08 1.0000000000e+04 1.0000000000e+07
4.8758034067e+08 1.0000000000e+04 1.0000000000e+07
4.8799494980e+08 1.0000000000e+04 1.0000000000e+07
4.8840955894e+08 1.0000000000e+04 1.0000000000e+07
4.8882416807e+08 1.0000000000e+04 1.0000000000e+07
4.8923877720e+08 1.0000000000e+04 1.0000000000e+07
4.8965338634e+08 1.0000000000e+04 1.0000000000e+07
4.9006799547e+08 1.0000000000e+04 1.0000000000e+07
4.9048260460e+08 1.0000000000e+04 1.0000000000e+07
4.9089721374e+08 1.0000000000e+04 1.0000000000e+07
4.9131182287e+08 1.0000000000e+04 1.0000000000e+07
4.9172643200e+08 1.0000000000e+04 1.0000000000e+07
4.9214104114e+08 1.0000000000e+04 1.0000000000e+07
4.9255565027e+08 1.0000000000e+04 1.0000000000e+07
4.9297025940e+08 1.0000000000e+04 1.0000000000e+07
4.9338486854e+08 1.0000000000e+04 1.0000000000e+07
4.9379947767e+08 1.0000000000e+04 1.0000000000e+07
4.9421408680e+08 1.0000000000e+04 1.0000000000e+07
4.9462869594e+08 1.0000000000e+04 1.0000000000e+07
4.9504330507e+08 1.0000000000e+04 1.0000000000e+07
4.9545791420e+08 1.0000000000e+04 1.0000000000e+07
4.9587252334e+08 1.0000000000e+04 1.0000000000e+07
4.9628713247e+08 1.0000000000e+04 1.0000000000e+07
4.9670174160e+08 1.0000000000e+04 1.0000000000e+07
4.9711635074e+08 1.0000000000e+04 1.0000000000e+07
4.9753095987e+08 1.0000000000e+04 1.0000000000e+07
4.9794556900e+08 1.0000000000e+04 1.0000000000e+07
4.9836017813e+08 1.0000000000e+04 1.0000000000e+07
4.9877478727e+08 1.0000000000e+04 1.0000000000e+07
4.9918939640e+08 1.0000000000e+04 1.0000000000e+07
4.9960400553e+08 1.0000000000e+04 1.0000000000e+07
5.0001861467e+08 1.0000000000e+04 1.0000000000e+07
5.0043322380e+08 1.0000000000e+04 1.0000000000e+07
5.0084783293e+08 1.0000000000e+04 1.0000000000e+07
5.0126244207e+08 1.0000000000e+04 1.0000000000e+07
5.0167705120e+08 1.0000000000e+04 1.0000000000e+07
5.0209166033e+08 1.0000000000e+04 1.0000000000e+07
5.0250626947e+08 1.0000000000e+04 1.0000000000e+07
5.0292087860e+08 1.0000000000e+04 1.0000000000e+07
5.0333548773e+08 1.0000000000e+04 1.0000000000e+07
5.0375009687e+08 1.0000000000e+04 1.0000000000e+07
5.0416470600e+08 1.0000000000e+04 1.0000000000e+07
5.0457931513e+08 1.0000000000e+04 1.0000000000e+07
5.0499392427e+08 1.0000000000e+04 1.0000000000e+07
5.0540853340e+08 1.0000000000e+04 1.0000000000e+07
5.0582314253e+08 1.0000000000e+04 1.0000000000e+07
5.0623775167e+08 1.0000000000e+04 1.0000000000e+07
5.0665236080e+08 1.0000000000e+04 1.0000000000e+07
5.0706696993e+08 1.0000000000e+04 1.0000000000e+07
5.0748157907e+08 1.0000000000e+04 1.0000000000e+07
5.0789618820e+08 1.0000000000e+04 1.0000000000e+07
5.0831079733e+08 1.0000000000e+04 1.0000000000e+07
5.0872540647e+08 1.0000000000e+04 1.0000000000e+07
5.0914001560e+08 1.0000000000e+04 1.0000000000e+07
5.0955462473e+08 1.0000000000e+04 1.0000000000e+07
5.0996923387e+08 1.0000000000e+04 1.0000000000e+07
5.1038384300e+08 1.0000000000e+04 1.0000000000e+07
5.1079845213e+08 1.0000000000e+04 1.0000000000e+07
5.1121306126e+08 1.0000000000e+04 1.0000000000e+07
5.1162767040e+08 1.0000000000e+04 1.0000000000e+07
5.1204227953e+08 1.0000000000e+04 1.0000000000e+07
5.1245688866e+08 1.0000000000e+04 1.0000000000e+07
5.1287149780e+08 1.0000000000e+04 1.0000000000e+07
5.1328610693e+08 1.0000000000e+04 1.0000000000e+07
5.1370071606e+08 1.0000000000e+04 1.0000000000e+07
5.1411532520e+08 1.0000000000e+04 1.0000000000e+07
5.1452993433e+08 1.0000000000e+04 1.0000000000e+07
5.1494454346e+08 1.0000000000e+04 1.0000000000e+07
5.1535915260e+08 1.0000000000e+04 1.0000000000e+07
5.1577376173e+08 1.0000000000e+04 1.0000000000e+07
5.1618837086e+08 1.0000000000e+04 1.0000000000e+07
5.1660298000e+08 1.0000000000e+04 1.0000000000e+07
5.1701758913e+08 1.0000000000e+04 1.0000000000e+07
5.1743219826e+08 1.0000000000e+04 1.0000000000e+07
5.1784680740e+08 1.0000000000e+04 1.0000000000e+07
5.1826141653e+08 1.0000000000e+04 1.0000000000e+07
5.1867602566e+08 1.0000000000e+04 1.0000000000e+07
5.1909063480e+08 1.0000000000e+04 1.0000000000e+07
5.1950524393e+08 1.0000000000e+04 1.0000000000e+07
5.1991985306e+08 1.0000000000e+04 1.0000000000e+07
5.2033446220e+08 1.0000000000e+04 1.0000000000e+07
5.2074907133e+08 1.0000000000e+04 1.0000000000e+07
5.2116368046e+08 1.0000000000e+04 1.0000000000e+07
5.2157828960e+08 1.0000000000e+04 1.0000000000e+07
5.2199289873e+08 1.0000000000e+04 1.0000000000e+07
5.2240750786e+08 1.0000000000e+04 1.0000000000e+07
5.2282211699e+08 1.0000000000e+04 1.0000000000e+07
5.2323672613e+08 1.0000000000e+04 1.0000000000e+07
5.2365133526e+08 1.0000000000e+04 1.0000000000e+07
5.2406594439e+08 1.0000000000e+04 1.0000000000e+07
5.2448055353e+08 1.0000000000e+04 1.0000000000e+07
5.2489516266e+08 1.0000000000e+04 1.0000000000e+07
5.2530977179e+08 1.0000000000e+04 1.0000000000e+07
5.2572438093e+08 1.0000000000e+04 1.0000000000e+07
5.2613899006e+08 1.0000000000e+04 1.0000000000e+07
5.2655359919e+08 1.0000000000e+04 1.0000000000e+07
5.2696820833e+08 1.0000000000e+04 1.0000000000e+07
5.2738281746e+08 1.0000000000e+04 1.0000000000e+07
5.2779742659e+08 1.0000000000e+04 1.0000000000e+07
5.2821203573e+08 1.0000000000e+04 1.0000000000e+07
5.2862664486e+08 1.0000000000e+04 1.0000000000e+07
5.2904125399e+08 1.0000000000e+04 1.0000000000e+07
5.2945586313e+08 1.0000000000e+04 1.0000000000e+07
5.2987047226e+08 1.0000000000e+04 1.0000000000e+07
5.3028508139e+08 1.0000000000e+04 1.0000000000e+07
5.3069969053e+08 1.0000000000e+04 1.0000000000e+07
5.3111429966e+08 1.0000000000e+04 1.0000000000e+07
5.3152890879e+08 1.0000000000e+04 1.0000000000e+07
5.3194351793e+08 1.0000000000e+04 1.0000000000e+07
5.3235812706e+08 1.0000000000e+04 1.0000000000e+07
5.3277273619e+08 1.0000000000e+04 1.0000000000e+07
5.3318734533e+08 1.0000000000e+04 1.0000000000e+07
5.3360195446e+08 1.0000000000e+04 1.0000000000e+07
5.3401656359e+08 1.0000000000e+04 1.0000000000e+07
5.3443117273e+08 1.0000000000e+04 1.0000000000e+07
5.3484578186e+08 1.0000000000e+04 1.0000000000e+07
5.3526039099e+08 1.0000000000e+04 1.0000000000e+07
5.3567500012e+08 1.0000000000e+04 1.0000000000e+07
5.3608960926e+08 1.0000000000e+04 1.0000000000e+07
5.3650421839e+08 1.0000000000e+04 1.0000000000e+07
5.3691882752e+08 1.0000000000e+04 1.0000000000e+07
5.3733343666e+08 1.0000000000e+04 1.0000000000e+07
5.3774804579e+08 1.0000000000e+04 1.0000000000e+07
5.3816265492e+08 1.0000000000e+04 1.0000000000e+07
5.3857726406e+08 1.0000000000e+04 1.0000000000e+07
5.3899187319e+08 1.0000000000e+04 1.0000000000e+07
5.3940648232e+08 1.0000000000e+04 1.0000000000e+07
5.3982109146e+08 1.0000000000e+04 1.0000000000e+07
5.4023570059e+08 1.0000000000e+04 1.0000000000e+07
5.4065030972e+08 1.0000000000e+04 1.0000000000e+07
5.4106491886e+08 1.0000000000e+04 1.0000000000e+07
5.4147952799e+08 1.0000000000e+04 1.0000000000e+07
5.4189413712e+08 1.0000000000e+04 1.0000000000e+07
5.4230874626e+08 1.0000000000e+04 1.0000000000e+07
5.4272335539e+08 1.0000000000e+04 1.0000000000e+07
5.4313796452e+08 1.0000000000e+04 1.0000000000e+07
5.4355257366e+08 1.0000000000e+04 1.0000000000e+07
5.4396718279e+08 1.0000000000e+04 1.0000000000e+07
5.4438179192e+08 1.0000000000e+04 1.0000000000e+07
5.4479640106e+08 1.0000000000e+04 1.0000000000e+07
5.4521101019e+08 1.0000000000e+04 1.0000000000e+07
5.4562561932e+08 1.0000000000e+04 1.0000000000e+07
5.4604022846e+08 1.0000000000e+04 1.0000000000e+07
5.4645483759e+08 1.0000000000e+04 1.0000000000e+07
5.4686944672e+08 1.0000000000e+04 1.0000000000e+07
5.4728405586e+08 1.0000000000e+04 1.0000000000e+07
5.4769866499e+08 1.0000000000e+04 1.0000000000e+07
5.4811327412e+08 1.0000000000e+04 1.0000000000e+07
5.4852788325e+08 1.0000000000e+04 1.0000000000e+07
5.4894249239e+08 1.0000000000e+04 1.0000000000e+07
5.4935710152e+08 1.0000000000e+04 1.0000000000e+07
5.4977171065e+08 1.0000000000e+04 1.0000000000e+07
5.5018631979e+08 1.0000000000e+04 1.0000000000e+07
5.5060092892e+08 1.0000000000e+04 1.0000000000e+07
5.5101553805e+08 1.0000000000e+04 1.0000000000e+07
5.5143014719e+08 1.0000000000e+04 1.0000000000e+07
5.5184475632e+08 1.0000000000e+04 1.0000000000e+07
5.5225936545e+08 1.0000000000e+04 1.0000000000e+07
5.5267397459e+08 1.0000000000e+04 1.0000000000e+07
5.5308858372e+08 1.0000000000e+04 1.0000000000e+07
5.5350319285e+08 1.0000000000e+04 1.0000000000e+07
5.5391780199e+08 1.0000000000e+04 1.0000000000e+07
5.5433241112e+08 1.0000000000e+04 1.0000000000e+07
5.5474702025e+08 1.0000000000e+04 1.0000000000e+07
5.5516162939e+08 1.0000000000e+04 1.0000000000e+07
5.5557623852e+08 1.0000000000e+04 1.0000000000e+07
5.5599084765e+08 1.0000000000e+04 1.0000000000e+07
5.5640545679e+08 1.0000000000e+04 1.0000000000e+07
5.5682006592e+08 1.0000000000e+04 1.0000000000e+07
5.5723467505e+08 1.0000000000e+04 1.0000000000e+07
5.5764928419e+08 1.0000000000e+04 1.0000000000e+07
5.5806389332e+08 1.0000000000e+04 1.0000000000e+07
5.5847850245e+08 1.0000000000e+04 1.0000000000e+07
5.5889311159e+08 1.0000000000e+04 1.0000000000e+07
5.5930772072e+08 1.0000000000e+04 1.0000000000e+07
5.5972232985e+08 1.0000000000e+04 1.0000000000e+07
5.6013693899e+08 1.0000000000e+04 1.0000000000e+07
5.6055154812e+08 1.0000000000e+04 1.0000000000e+07
5.6096615725e+08 1.0000000000e+04 1.0000000000e+07
5.6138076638e+08 1.0000000000e+04 1.0000000000e+07
5.6179537552e+08 1.0000000000e+04 1.0000000000e+07
5.6220998465e+08 1.0000000000e+04 1.0000000000e+07
5.6262459378e+08 1.0000000000e+04 1.0000000000e+07
5.6303920292e+08 1.0000000000e+04 1.0000000000e+07
5.6345381205e+08 1.0000000000e+04 1.0000000000e+07
5.6386842118e+08 1.0000000000e+04 1.0000000000e+07
5.6428303032e+08 1.0000000000e+04 1.0000000000e+07
5.6469763945e+08 1.0000000000e+04 1.0000000000e+07
5.6511224858e+08 1.0000000000e+04 1.0000000000e+07
5.6552685772e+08 1.0000000000e+04 1.0000000000e+07
5.6594146685e+08 1.0000000000e+04 1.0000000000e+07
5.6635607598e+08 1.0000000000e+04 1.0000000000e+07
5.6677068512e+08 1.0000000000e+04 1.0000000000e+07
5.6718529425e+08 1.0000000000e+04 1.0000000000e+07
5.6759990338e+08 1.0000000000e+04 1.0000000000e+07
5.6801451252e+08 1.0000000000e+04 1.0000000000e+07
5.6842912165e+08 1.0000000000e+04 1.0000000000e+07
5.6884373078e+08 1.0000000000e+04 1.0000000000e+07
5.6925833992e+08 1.0000000000e+04 1.0000000000e+07
5.6967294905e+08 1.0000000000e+04 1.0000000000e+07
