  #time                     mass                      x-momentum                y-momentum                z-momentum                E_total                   E_kinetic                 E_internal               
  5.423357696236300041E-02  2.677397019242745647E+33 -8.256963347967917263E+26 -9.484023054876765876E+26 -1.281310253064055097E+27  1.814946983548592345E+51  8.622137191452496550E+46  1.814860762178453509E+51
  6.368785638532552251E-02  2.677397019606295808E+33 -1.026680252307723827E+27 -1.133821303071070337E+27 -1.575154785094135900E+27  1.814276504591846468E+51  9.211569339946199044E+46  1.814184388900156610E+51
  7.314209903612854669E-02  2.677397020003391374E+33 -1.079192967597234281E+27 -1.202050054015570971E+27 -1.850185409056464038E+27  1.813540300705178139E+51  9.734560293757527323E+46  1.813442955104030736E+51
  8.259675519017546652E-02  2.677397020429393564E+33 -9.452288752111881860E+26 -9.902613619918331227E+26 -1.586337348925571220E+27  1.812737792772379458E+51  1.022753292222185213E+47  1.812635517444905098E+51
  9.205211617989655926E-02  2.677397020879711445E+33 -6.711805034772969349E+26 -7.051815421539583805E+26 -9.404687297964555836E+26  1.811869294902639204E+51  1.071203217074726150E+47  1.811762174582648770E+51
  1.015084837799716672E-01  2.677397021350412402E+33 -3.789982444491862463E+26 -4.396712090210954480E+26 -3.834561584090151914E+26  1.810935959158905662E+51  1.119740955380715324E+47  1.810823985065085020E+51
  1.109661877560931681E-01  2.677397021838152962E+33 -6.429974203075308923E+25 -1.804321785774834043E+26 -1.057810092162800528E+26  1.809939634494490046E+51  1.168450773768135087E+47  1.809822789418872553E+51
  1.204255269684927632E-01  2.677397022340330406E+33  1.863256919481047216E+26  3.347213363058004527E+25  3.536108022372790336E+25  1.808882688639292151E+51  1.216988342042627463E+47  1.808760989806594053E+51
  1.298867102307393884E-01  2.677397022854448657E+33  4.538005295378414265E+26  1.872323863128156934E+26 -1.208925819614629175E+26  1.807767823365157983E+51  1.264922477449748228E+47  1.807641331118688202E+51
  1.393498376204547473E-01  2.677397023378629607E+33  7.106972662059501261E+26  3.849673156835334778E+26 -2.034773270138872730E+26  1.806597902236300429E+51  1.311913219348112087E+47  1.806466710915605746E+51
  1.488149245461193870E-01  2.677397023911057405E+33  7.122084234804684125E+26  1.891968907696894658E+26 -5.088066543303070539E+26  1.805375803911398929E+51  1.357784031293387140E+47  1.805240025509584547E+51
  1.582819482271484723E-01  2.677397024450406767E+33  5.565592242050849063E+26 -2.871198821584744290E+24 -6.803230049881325681E+26  1.804104308148998907E+51  1.402509004766128894E+47  1.803964057249691175E+51
  1.677508925535678708E-01  2.677397024995311481E+33  4.439780072534725644E+26  2.206289620796698244E+25 -6.061251828092847025E+26  1.802786018965853878E+51  1.446178041714050438E+47  1.802641401162866295E+51
  1.772217755029648900E-01  2.677397025544885528E+33  4.959618174969016189E+26  1.305639885183799509E+26 -4.831169806634961839E+26  1.801423321822506324E+51  1.488954291235848637E+47  1.801274426394586012E+51
  1.866946555301726707E-01  2.677397026098185240E+33  6.058229513543810452E+26  2.593145883073379580E+26 -5.375186425461544968E+26  1.800018368457621713E+51  1.531037619215258603E+47  1.799865264696923970E+51
  1.961696222401392853E-01  2.677397026654544806E+33  7.981932724005589126E+26  5.580703814796031928E+26 -4.065013068454190600E+25  1.798573082155802786E+51  1.572634974817445244E+47  1.798415818659439814E+51
  2.056467802579619863E-01  2.677397027213278813E+33  8.729955574892140928E+26  6.222945656466303677E+26  4.911261142184431022E+25  1.797089175560696553E+51  1.613933264225772648E+47  1.796927782235422628E+51
  2.151262343479841410E-01  2.677397027773792932E+33  7.607165719925054082E+26  4.454891645279908509E+26 -4.816058233889778975E+26  1.795568177652356697E+51  1.655114523861839992E+47  1.795402666201172620E+51
  2.209091244397358711E-01  2.677397028137114815E+33  6.318148564760955724E+26  3.389525766744516549E+26 -4.586362328162999432E+26  1.794573128458455197E+51  1.756764367478144573E+47  1.794397452022864572E+51
  2.296263598165535491E-01  2.677397028659256824E+33  5.547458354756629625E+26  2.939200898938067181E+26 -1.715163506578255142E+26  1.793051736041534770E+51  1.779137711885750457E+47  1.792873822271415920E+51
  2.391095759543226396E-01  2.677397029220987274E+33  5.808888563248293184E+26  2.639991758583446460E+26 -2.898399652526073446E+26  1.791378821431046764E+51  1.789500410903068905E+47  1.791199871391014703E+51
  2.486005585103913673E-01  2.677397029783813000E+33  4.036301080238343157E+26  6.074852243563511603E+25 -5.228604169833271181E+26  1.789685352597158802E+51  1.819618667498050842E+47  1.789503390731455582E+51
  2.523464751633587300E-01  2.677397030404643360E+33  3.527041078725680617E+26  3.929008913747544818E+24 -5.580703814796031928E+26  1.789007444106199709E+51  2.335791326575699200E+47  1.788773864974597179E+51
  2.523472514794188326E-01  2.677397030455494116E+33  3.403126182215181127E+26  6.497976280428631814E+24 -5.434121559167758140E+26  1.931309025901873190E+51  1.402785618908151269E+50  1.791030464012122172E+51
  2.523472649433290971E-01  2.677397034717381444E+33  3.471128259568504018E+26  7.253554917687775048E+24 -5.470389333756197016E+26  1.897520255245532990E+57  1.897278608191495781E+57  2.416470540328756545E+53
  2.523472649469877260E-01  2.677397034796855206E+33  2.621857871289227023E+26 -1.849656504010382637E+26 -7.980421566731070840E+26  1.473171850818685715E+61  1.457035607051192744E+61  1.613624376748760931E+59
  2.523472649479877039E-01  2.682507200094444411E+33  6.742124169653433254E+34  8.355228825034196075E+34  8.610962471458892760E+34  8.916594137827811890E+81  8.916594137827811890E+81  2.788227398992956089E+65
